Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable,,
Maple Leaf with Berry,CR81,(All) ACG View|Candle Rings|(Newest) Additions,candle rings,,,6,4,,,,,6,CR81.jpg,1,8,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Floral & Vases-Candle Rings,67462302081-5,1,,
CC MELTS-DAY SPA 8-ct Box,M01,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M01-Day-Spa.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341001-2,1,,
CC MELTS-LUXURIOUS LINEN 8-ct Box,M02,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M02-Luxurious-Linen.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341002-9,1,,
CC MELTS-BLUEBERRY MUFFINS 8-ct Box,M03,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M03-Blueberry-Muffins.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341003-6,1,,
CC MELTS-CARAMEL MACCHIATO 8-ct Box,M04,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M04-Caramel-Macchiato.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341004-3,1,,
CC MELTS-CASHMERE 8-ct Box,M05,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M05-Cashmere.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341005-0,1,,
CC MELTS-JUICY APPLE 8-ct Box,M08,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M08-Juicy-Apple.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341008-1,1,,
CC MELTS-PAPAS PUMPKIN PIE 8-ct Box,M10,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M10-Papas-Pumpkin-Pie.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341010-4,1,,
CC MELTS-SPICY CINNAMON 8-ct BOX,M102,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M102-Spicy-Cinnamon.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341102-6,1,,
CC MELTS-PECAN BELGIUM WAFFLES 8-ct Box,M105,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M105-Pecan-Belgium-Waffles.jpg,1,3.5,,4,1,A Cheerful Giver,Country Rustic,,Candles & Fragrances-Melts,67462341105-7,1,,
CC MELTS-CREAMY VANILLA 8-ct Box,M108,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M108-Creamy-Vanilla.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341108-8,1,,
CC MELTS-CRISP COTTON 8-ct Box,M109,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M109-Crisp-Cotton.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341109-5,1,,
CC MELTS-JUICY PEACH 8-ct Box ,M110,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M110-Juicy-Peach.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341110-1,1,,
CC MELTS-LEMON BUTTER POUND CAKE 8-ct Box,M113,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M113-Lemon-Butter-Pound-Cake.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341113-2,1,,
CC MELTS-GRANDMA'S KITCHEN 8-ct Box,M114,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M114-Grandmas-Kitchen.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341114-9,1,,
CC MELTS-GOURMET SUGAR COOKIE 8-ct Box,M12,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M12-Gourmet-Sugar-Cookie.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341012-8,1,,
CC MELTS-CINNAMON TWIST 8-ct Box,M13,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M13-Cinnamon-Twist.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341013-5,1,,
CC MELTS-BANANA NUT BREAD 8-ct Box,M14,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M14-Banana-Nut-Bread.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341014-2,1,,
CC MELTS-AUNT KOOKS APPLE CIDER 8-ct Box,M16,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M16-Aunt-Kooks-Apple-Cider.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341016-6,1,,
CC MELTS-BUTTER MAPLE TODDY 8-ct Box,M18,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M18-Butter-Maple-Toddy.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341018-0,1,,
CC MELTS-BONFIRE BY THE LAKE 8-ct Box,M22,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M22-Bonfire-by-the-Lake.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341022-7,1,,
CC MELTS-COZY CABIN 8-ct Box,M23,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M23-Cozy-Cabin.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341023-4,1,,
CC MELTS-CRANBERRY PUMPKIN 8-ct Box,M24,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M24-Cranberry-Pumpkin.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341024-1,1,,
CC MELTS-ISLAND BREEZE 8-CT Box,M28,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M28-Island-Breeze.jpg,1,3.5,,4,1,A Cheerful Giver,Beach & Seashore-Candles,,Candles & Fragrances-Melts,67462341028-9,1,,
CC MELTS-BAMBOO WATERFALLS 8-ct Box,M29,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M29-Bamboo-Waterfall.jpg,1,3.5,,4,1,A Cheerful Giver,Beach & Seashore-Candles,,Candles & Fragrances-Melts,67462341029-6,1,,
CC MELTS-IN THE PARK 8-ct Box,M30,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M30-In-the-Park.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341030-2,1,,
CC MELTS-SPARKLING SNOWBERRIES 8-ct Box,M33,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M33-Sparkling-Snowberries.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341033-3,1,,
CC MELTS-RUSTIC WOODLAND FIG 8-ct Box,M34,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M34-Rustic-Woodland-Fig.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341034-0,1,,
CC MELTS-MEMORIES 8-ct Box,M35,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M35-Memories.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341035-7,1,,
CC MELTS-SAND N SURF 8-ct Box,M36,(All) ACG View|Cheerful Candle Melts,"Sand N Surf fragrance consists of a refreshing fragrance of sea spray, musk and the beach.
Each box contains (6) Melts. 
These highly fragranced melts will fill your room with True To Life Fragrances™.",,,8,1.75,,,,,8,M36-Sand-N-Surf.jpg,1,3.5,,4,1,A Cheerful Giver,Beach & Seashore-Candles,,Candles & Fragrances-Melts,67462341036-4,1,,
CC MELTS-BALSAM FIR 8-ct Box,M39,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M39-Balsam-Fir.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341039-5,1,,
CC MELTS-PRALINE CARAMEL STICKY 8-ct Box,M41,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M41-Praline-Caramel.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341041-8,1,,
CC MELTS-SALTED CARAMEL 8-ct Box,M42,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M42-Salted-Caramel.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341042-5,1,,
CC MELTS-ALMOND BUTTER POUND CAKE 8-ct Box,M46,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M46-Almond-Butter-Pound-Cake.jpg,1,3.5,,4,1,A Cheerful Giver,Country Rustic,,Candles & Fragrances-Melts,67462341046-3,1,,
CC MELTS-JUST RELAX 8-ct Box,M52,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M52-Just-Relax.jpg,1,3.5,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341052-4,1,,
CC MELTS-SNOWY CABIN 8-ct BOX ,M54,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M54-Snowy-Cabin.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341054-8,1,,
CC MELTS-SAGE AND CITRUS 8-ct Box,M55,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M55-Sage-and-Citrus.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341055-5,1,,
CC MELTS-LAVENDER VANILLA 8-ct Box,M56,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M56-Lavender-Vanilla.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341056-2,1,,
CC MELTS-FRESH PEELED MACINTOSH 8-ct Box,M57,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M57-Fresh-Peeled-Mac.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341057-9,1,,
CC MELTS-MAPLE SYRUP PANCAKES 8-ct Box,M58,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M58-Maple-Syrup-Pancakes.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341058-6,1,,
CC MELTS-BERRIES 'N SPICE 8-ct BOX,M61,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M61-Berries-N-Spice.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341061-6,1,,
CC MELTS-HOLIDAY HOMECOMING 8-ct Box,M62,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M62-Holiday-Homecoming.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341062-3,1,,
CC MELTS-AUTUMN ORCHARDS 8-ct Box,M65,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M65-Autumn-Orchards.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341065-4,1,,
CC MELTS-CARAMEL CRUNCH 8-ct BOX,M66,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M66-Caramel-Crunch.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341066-1,1,,
CC MELTS-GARDENIA PEACH 8-ct Box,M67,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M67-Gardenia-Peach.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341067-8,1,,
CC MELTS-COUNTRY MORNING 8-ct BOX,M70,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M70-Country-Morning.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341070-8,1,,
CC MELTS-HONEY PEAR CIDER 8-ct Box,M71,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M71-Honey-Pear-Cider.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341071-5,1,,
CC MELTS-WELCOME WREATH 8-ct Box,M76,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M76-Welcome-Wreath.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341076-0,1,,
CC MELTS-CRANBERRY ORANGE 8-ct Box,M77,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M77-Cranberry-Orange.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341077-7,1,,
CC MELTS-HOMEMADE GINGER BREAD 8-ct Box,M79,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M79-Homemade-Gingerbread.jpg,1,3.5,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341079-1,1,,
CC MELTS-LILACS IN BLOOM 8-ct Box,M80,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M80-Lilacs-in-Bloom.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341080-7,1,,
CC MELTS-VERY BERRY BECKAH BOO 8-ct Box,M82,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M82-Very-Berry.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341082-1,1,,
CC MELTS-MANGO TANGO 8-ct Box,M83,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M83-Mango-Tango.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341083-8,1,,
CC MELTS-WARM & GOOEY CINNAMON BUNS 8-ct Box,M84,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M84-Warm-and-Gooey.jpg,1,3.5,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341084-5,1,,
CC MELTS-COUNTRY WILDFLOWERS 8-ct BOX,M85,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M85-Country-Wildflowers.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341085-2,1,,
CC MELTS-CLOUD 9 8-ct BOX ,M86,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M86-Cloud-9.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341086-9,1,,
CC MELTS-HONEYSUCKLE VANILLA 8-ct Box,M88,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M88-Honeysuckle-Vanilla.jpg,1,3.5,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Melts,67462341088-3,1,,
CC MELTS-LUSCIOUS FRUIT 8-ct BOX,M90,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M90-Luscious-Fruit.jpg,1,3.5,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341090-6,1,,
CC MELTS-CRUMB COFFEE CAKE 8-ct Box,M92,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M92-Crumb-Coffee-Cake.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341092-0,1,,
CC MELTS-ORANGE CINNAMON CLOVE 8-ct Box,M97,(All) ACG View|Cheerful Candle Melts,,,,8,1.75,,,,,8,M97-Orange-Cinnamon-Clove.jpg,1,3.5,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341097-5,1,,
Melts Garden Party ★ - Soft Yellow,m116,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M116-Garden-Party-Melts.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341116-3,1,,
Melts Adventure Awaits ★ - Off White,m119,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M119-Adventure-Awaits-Melts.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341119-4,1,,
Melts Reflections ★ - Teal,m123,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M123-Reflections-Melts.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341123-1,1,,
Melts Berry Maple Cobbler ★ - Red,m125,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M125-Berry-Maple-Cobbler-Melts.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341125-5,1,,
Melts Barnyard Breakfast ★ - Light Terracotta,m126,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M126-Barnyard-Breakfast-Melts.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341126-2,1,,
Melts Blissful Moments ★ - Pink,m127,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M127-Blissful-Moments-Melts.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341127-9,1,,
Melts Humble Homestead - Antique Gold,m26,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M26-Humble-Homestead.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341026-5,1,,
Melts Weekend in the Country - Tuscan Orange,m31,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M31-Weekend-in-the-Country.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341031-9,1,,
Melts Whispering Woods - Silvery Green,m37,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M37-Whispering-Woods.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341137-8,1,,
Melts Farm House Memories - Barn Red,m43,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M43-Farm-House-Memories.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341043-2,1,,
Melts Fireside Chalet - Rustic Red,m44,(All) ACG View|Cheerful Candle Melts|(Newest) Additions,,,8/cs,8,1.75,,,,,8,M44-Fireside-Chalet.jpg,1,3.5,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Melts,67462341044-9,1,,
CC VOTIVES-DAY SPA 18-ct Box ,CV01,(All) ACG View|Cheerful Candle Votives,"Day Spa fragrance consists of crisp notes of lemon, lime and bergamot with a soft touch of jasmine, vanilla and sandalwood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV01-Day-Spa.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342001-1,1,,
CC VOTIVES-LUXURIOUS LINEN 18-ct Box,CV02,(All) ACG View|Cheerful Candle Votives,"Luxurious Linen fragrance consists of warm linen fragrance of orange blossom, jasmine, cyclamen, herbal tea and smooth cedar wood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV02-Luxurious-Linen.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342110-0,1,,
CC VOTIVES-BLUEBERRY MUFFINS 18-ct Box,CV03,(All) ACG View|Cheerful Candle Votives,"Blueberry Muffins fragrance consists of tasty blueberries, grapes, pomegranates and plum leaf.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV03-Blueberry-Muffins.jpg,1,1.89,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342003-5,1,,
CC VOTIVES-CARAMEL MACCHIATO 18-ct Box,CV04,(All) ACG View|Cheerful Candle Votives,"Caramel Macchiato fragrance consists of coffee, cocoa beans, creamy vanilla & sweet caramel.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV04-Caramel-Macchiato.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342004-2,1,,
CC VOTIVES-CASHMERE 18-ct Box,CV05,(All) ACG View|Cheerful Candle Votives,"Cashmere fragrance consists of a woody vanilla blend with floral and citrus notes.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV05-Cashmere.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342005-9,1,,
CC VOTIVES-JUICY APPLE 18-ct Box,CV08,(All) ACG View|Cheerful Candle Votives,"Juicy Apple fragrance consists of bright cherry apples, cinnamon & clove.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV08-Juicy-Apple.jpg,1,1.89,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342008-0,1,,
CC VOTIVES-PAPAS PUMPKIN PIE 18-ct Box,CV10,(All) ACG View|Cheerful Candle Votives,,,,18,0.94,,,,,18,CV10-Papas-Pumpkin-Pie.jpg,1,1.89,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342010-3,1,,
CC VOTIVES-SPICY CINNAMON 18-CT BOX ,CV102,(All) ACG View|Cheerful Candle Votives,"Spicy Cinnamon fragrance consists of cinnamon, orange, peach, apple, anise, strawberry, cumin, clove & sandalwood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV102-Spicy-Cinnamon.jpg,1,1.89,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342102-5,1,,
CC VOTIVES-PECAN BELGIUM WAFFLES 18-ct Box,CV105,(All) ACG View|Cheerful Candle Votives,"Pecan Belgium Waffles consists of pumpkin puree, sweet cream butter, toasted pecans, warm amber maple and spice, brown sugar and vanilla..
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,pecan-belgium-waffles_1.jpg,1,1.89,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342105-6,1,,
CC VOTIVES-CREAMY VANILLA 18-ct Box,CV108,(All) ACG View|Cheerful Candle Votives,"Creamy Vanilla fragrance consists of a rich fragrance of vanilla & sweet cream.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
1.5 oz. 12 hr. Burn Time 
Comes in display case, 18 votives per case.",,,18,0.94,,,,,18,CV108-Creamy-Vanilla.jpg,1,1.89,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Votives,67462342108-7,1,,
