Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable,,
HOMEMADE GINGER BREAD 16OZ,CS79,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,CS79.jpg,1,15,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331079-4,1,,
LILACS IN BLOOM 16OZ,CS80,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,CS80.jpg,1,15,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Medium,67462331080-0,1,,
VERY BERRY BECKAH BOO 16OZ,CS82,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,very-berry-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331082-4,1,,
MANGO TANGO 16OZ,CS83,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,mango-tango-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331083-1,1,,
WARM & GOOEY CINNAMON BUNS 16OZ,CS84,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,CS84.jpg,1,15,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331084-8,1,,
COUNTRY WILDFLOWERS 16OZ,CS85,(All) ACG View|Cheerful Candles 16Oz,"Country Wildflowers fragrance consists of an enticing blend of gardenia and rose blossoms with hints of subtle sandalwood.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(16oz. 80 hr. burn time)",,,2,7.5,,,,,1,CS85-Country-Wildflowers-16oz.jpg,1,15,,4,1,A Cheerful Giver,,,Candles & Fragrances-Jar Candles Medium,67462331085-5,1,,
CLOUD 9 16OZ,CS86,(All) ACG View|Cheerful Candles 16Oz,"Cloud 9 fragrance consists of intoxicating blends of lilies, lilac, sandalwood and ylang-ylang touched with lavender and tonka.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(16oz. 80 hr. burn time)",,,2,7.5,,,,,1,CS86-Cloud-9-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331086-2,1,,
HONEYSUCKLE VANILLA 16OZ,CS88,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,CS88.jpg,1,15,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Medium,67462331088-6,1,,
LUSCIOUS FRUIT 16OZ,CS90,(All) ACG View|Cheerful Candles 16Oz,"Luscious Fruit fragrance consists of luscious combination of ripe raspberries, oranges, lavender, cassis, jasmine, sandalwood and sugar.
Our NEW True to Life Fragrances will fill the air and warm your heart all at the same time!
(16oz. 80 hr. burn time)",,,2,7.5,,,,,1,CS90-Luscious-Fruit-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331090-9,1,,
CRUMB COFFEE CAKE 16OZ,CS92,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,CS92.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331092-3,1,,
ORANGE CINNAMON CLOVE 16OZ,CS97,(All) ACG View|Cheerful Candles 16Oz,Burn Time: 80 hrs,,,2,7.5,,,,,2,orange-cinnamon-clove-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331097-8,1,,
16oz Cheerful Candle Garden Party ★ - Soft Yellow,cs116,(All) ACG View|Cheerful Candles 16Oz|(Newest) Additions,Burn Time: 80 hrs. Order must be in counts of 12. You could mix and match scents.,,16oz/up to 80 hrs.,2,7.5,,,,,2,garden-party-16oz.jpg,1,15,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Medium,67462331116-6,1,,
16oz Cheerful Candle Adventure Awaits ★ - Off White,cs119,(All) ACG View|Cheerful Candles 16Oz|(Newest) Additions,Burn Time: 80 hrs. Order must be in counts of 12. You could mix and match scents.,,16oz/up to 80 hrs.,2,7.5,,,,,2,adventure-awaits-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331119-7,1,,
16oz Cheerful Candle Reflections ★ - Teal,cs123,(All) ACG View|Cheerful Candles 16Oz|(Newest) Additions,Burn Time: 80 hrs. Order must be in counts of 12. You could mix and match scents.,,16oz/up to 80 hrs.,2,7.5,,,,,2,reflections-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331123-4,1,,
16oz Cheerful Candle Berry Maple Cobbler ★ - Red,cs125,(All) ACG View|Cheerful Candles 16Oz|(Newest) Additions,Burn Time: 80 hrs. Order must be in counts of 12. You could mix and match scents.,,16oz/up to 80 hrs.,2,7.5,,,,,2,berry-maple-cobbler-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331125-8,1,,
16oz Cheerful Candle Barnyard Breakfast ★ - Light Terracotta,cs126,(All) ACG View|Cheerful Candles 16Oz|(Newest) Additions,Burn Time: 80 hrs. Order must be in counts of 12. You could mix and match scents.,,16oz/up to 80 hrs.,2,7.5,,,,,2,barnyard-breakfast-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331126-5,1,,
16oz Cheerful Candle Blissful Moments ★ - Pink,cs127,(All) ACG View|Cheerful Candles 16Oz|(Newest) Additions,Burn Time: 80 hrs. Order must be in counts of 12. You could mix and match scents.,,16oz/up to 80 hrs.,2,7.5,,,,,2,blissful-moments-16oz.jpg,1,15,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462331127-2,1,,
DAY SPA 24OZ,CC01,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,day-spa-24oz_1.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330001-6,1,,
LUXURIOUS LINEN 24 OZ ,CC02,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,luxurious-linen-24oz_1.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330002-3,1,,
BLUEBERRY MUFFINS 24OZ,CC03,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,blueberry-muffins-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330003-0,1,,
CARAMEL MACCHIATO 24OZ,CC04,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC04.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330004-7,1,,
CASHMERE 24OZ,CC05,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,cashmere-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330005-4,1,,
JUICY APPLE 24OZ,CC08,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,juicy-apple-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330008-5,1,,
PAPAS PUMPKIN PIE 24OZ,CC10,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC10.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330010-8,1,,
SPICY CINNAMON 24OZ,CC102,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Spicy-Cinnamon-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330102-0,1,,
PECAN BELGIUM WAFFLES 24 OZ,CC105,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC105-Pecan-Belgium-Waffles-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330105-1,1,,
CREAMY VANILLA 24OZ,CC108,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,creamy-vanilla-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330108-2,1,,
CRISP COTTON 24OZ,CC109,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,crisp-cotton-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330109-9,1,,
JUICY PEACH 24OZ,CC110,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,juicy-peach-24oz_1.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Large,67462330110-5,1,,
LEMON BUTTER POUND CAKE 24OZ,CC113,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,lemon-butter-pound-cake-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330113-6,1,,
GRANDMA'S KITCHEN 24OZ,CC114,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,grandmas-kitchen-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330114-3,1,,
GOURMET SUGAR COOKIES 24OZ,CC12,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,gourmet-sugar-cookie-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462301908-6,1,,
CINNAMON TWIST 24OZ,CC13,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,cinnamon-twist-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330013-9,1,,
BANANA NUT BREAD 24OZ,CC14,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,banana-nut-bread-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330014-6,1,,
AUNT KOOKS APPLE CIDER 24OZ,CC16,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,aunt-kooks-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330016-0,1,,
BUTTER MAPLE TODDY 24OZ,CC18,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,butter-maple-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330018-4,1,,
BONFIRE BY THE LAKE 24OZ,CC22,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC22.jpg,1,20,,4,1,A Cheerful Giver,"Lodge, Cabin & Lake-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330022-1,1,,
COZY CABIN 24OZ,CC23,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,cozy-cabin-24oz_1.jpg,1,20,,4,1,A Cheerful Giver,"Lodge, Cabin & Lake-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330023-8,1,,
CRANBERRY PUMPKIN 24OZ,CC24,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,CC24-Cranberry-Pumpkin-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330024-5,1,,
Cheerful Candle Humble Homestead,CC26,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC26-Humble-Homestead-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330026-9,1,,
ISLAND BREEZE 24OZ,CC28,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,island-breeze-24oz_1.jpg,1,20,,4,1,A Cheerful Giver,Beach & Seashore-Candles,,Candles & Fragrances-Jar Candles Large,67462330028-3,1,,
BAMBOO WATERFALLS 24OZ,CC29,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,bamboo-waterfall-24oz.jpg,1,20,,4,1,A Cheerful Giver,Beach & Seashore-Candles,,Candles & Fragrances-Jar Candles Large,67462330029-0,1,,
IN THE PARK 24OZ,CC30,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,CC30-In-the-Park-24oz.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Large,67462330030-6,1,,
Cheerful Candle Weekend in the Country,CC31,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC31-Weekend-in-the-Country-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330031-3,1,,
SPARKLING SNOWBERRIES 24 OZ,CC33,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC33-Sparkling-Snowberries-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330033-7,1,,
RUSTIC WOODLAND FIG 24OZ,CC34,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,rustic-woodland-fig-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330034-4,1,,
MEMORIES 24OZ,CC35,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC35.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330035-1,1,,
SAND N SURF 24OZ,CC36,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC36.jpg,1,20,,4,1,A Cheerful Giver,Beach & Seashore-Candles,,Candles & Fragrances-Jar Candles Large,67462330036-8,1,,
Cheerful Candle Whispering Woods,CC37,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC37-Whispering-Woods-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330037-5,1,,
BALSAM FIR 24OZ,CC39,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,balsam-fir-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330039-9,1,,
PRALINE CARAMEL STICKY BUNS 24OZ,CC41,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,praline-caramel-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330041-2,1,,
SALTED CARAMEL 24OZ,CC42,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,CC42-Salted-Caramel-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330042-9,1,,
Cheerful Candle Farm House Memories,CC43,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC43-Farm-House-Memories-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330043-6,1,,
Cheerful Candle Fireside Chalet,CC44,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC44-Fireside-Chalet-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330044-3,1,,
ALMOND BUTTER POUND CAKE 24OZ,CC46,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,almond-butter-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330046-7,1,,
JUST RELAX 24OZ,CC52,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,CC52-Just-Relax-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Spring & Easter-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330052-8,1,,
SNOWY CABIN 24OZ,CC54,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Snowy-Cabin-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330054-2,1,,
SAGE AND CITRUS 24OZ,CC55,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,sage-and-citrus-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330055-9,1,,
LAVENDER VANILLA 24OZ,CC56,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,lavender-vanilla-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330056-6,1,,
FRESH PEELED MACINTOSH 24OZ,CC57,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,fresh-peeled-mac-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330057-3,1,,
MAPLE SYRUP PANCAKES 24OZ,CC58,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,maple-syrup-pancakes-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330058-0,1,,
BERRIES 'N SPICE 24OZ,CC61,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Berries-N-Spice-24oz.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Large,67462330061-0,1,,
HOLIDAY HOMECOMING 24OZ,CC62,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,holiday-homecoming-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462301909-3,1,,
AUTUMN ORCHARDS 24OZ,CC65,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,autumn-orchards-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330065-8,1,,
CARAMEL CRUNCH 24OZ,CC66,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Caramel-Crunch-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330066-5,1,,
GARDENIA PEACH 24OZ,CC67,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC67.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Large,67462330067-2,1,,
COUNTRY MORNING 24OZ,CC70,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Country-Morning-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330070-2,1,,
HONEY PEAR CIDER 24OZ,CC71,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,honey-pear-cider-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330071-9,1,,
WELCOME WREATH 24OZ,CC76,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,welcome-wreath-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330076-4,1,,
CRANBERRY ORANGE 24OZ,CC77,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,cranberry-orange-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330077-1,1,,
HOMEMADE GINGERBREAD 24OZ,CC79,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC79.jpg,1,20,,4,1,A Cheerful Giver,"Christmas-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330079-5,1,,
LILACS IN BLOOM 24OZ,CC80,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC80.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Large,67462330080-1,1,,
VERY BERRY BECKAH BOO 24OZ,CC82,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,very-berry-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330082-5,1,,
MANGO TANGO 24OZ,CC83,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,mango-tango-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330083-2,1,,
WARM & GOOEY CINNAMON BUNS 24OZ,CC84,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC84.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330084-9,1,,
COUNTRY WILDFLOWERS 24OZ,CC85,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Country-Wildflowers-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Country Rustic-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330085-6,1,,
CLOUD 9 24OZ,CC86,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,Cloud-9-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330086-3,1,,
HONEYSUCKLE VANILLA 24OZ,CC88,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC88.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Large,67462330088-7,1,,
LUSCIOUS FRUIT 24OZ,CC90,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,1,luscious-fruit-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Vintage Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330090-0,1,,
CRUMB COFFEE CAKE 24OZ,CC92,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,CC92.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330092-4,1,,
ORANGE CINNAMON CLOVE 24OZ,CC97,(All) ACG View|Cheerful Candles 24Oz,Burn Time: 135 hrs,,,2,10,,,,,2,orange-cinnamon-clove-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Fall & Thanksgiving-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Large,67462330097-9,1,,
24oz Cheerful Candle Garden Party ★ - Soft Yellow,cc116,(All) ACG View|Cheerful Candles 24Oz|(Newest) Additions,Burn Time: 135 hrs. Order must be in counts of 12. You could mix and match scents.,,24oz/up to 135hrs.,2,10,,,,,2,garden-party-24oz.jpg,1,20,,4,1,A Cheerful Giver,Garden & Outdoor-Candles & Holders,,Candles & Fragrances-Jar Candles Small,67462330116-7,1,,
24oz Cheerful Candle Adventure Awaits ★ - Off White,cc119,(All) ACG View|Cheerful Candles 24Oz|(Newest) Additions,Burn Time: 135 hrs. Order must be in counts of 12. You could mix and match scents.,,24oz/up to 135hrs.,2,10,,,,,2,adventure-awaits-24oz.jpg,1,20,,4,1,A Cheerful Giver,"Farmhouse Home-Candles, Holders & Rings",,Candles & Fragrances-Jar Candles Medium,67462330119-8,1,,
