Product Name,Item Number,Store Categories,Detailed Product Description,Product Summary Overview,Size,minimum_quantity,Unit Price,minimum_quantityP2,tier_2_price,minimum_quantityP3,tier_3_price,multiple_of,Product Images,Quantity,MSRP,Sale Price,Ship Days,Is Active,Brand,Categories,Variations,Section,Sku,isImageAvailable
framed wood star 4x4x1.5 wh-ch        ,72329,(All) Products Adams|(All) Christmas,"This festive wooden star features distressed colors of white and chrome, and boldly displays a figure of a star. Measuring 4"" x 4"" x 1.5"", this wooden star (Product Number 72329) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,12,2.25,96,2,,,12,608404.jpg,1,4.5,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
47x15x1.5 wood (CHRISTMAS VILLAGE) red - white,72387,(All) Products Adams|(All) Christmas,"This festive wooden Christmas Village set features distressed colors of red and white, and boldly displays ""Elves Workshop, 25, Mrs. Clause Sweet Shoppe"" . It includes 5 adorable snowy houses that give a jolly Christmas accent inside your home. Measuring 47"" x 15"" x 1.5"", this wooden Christmas Village set (Product Number 72387) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,69,2,62,,,2,608462.jpg,1,138,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
13.5x19.5x1.5 wood house (25) white - red,72388,(All) Products Adams|(All) Christmas,"This festive wooden house features distressed colors of white and red, and boldly displays ""25"" in a lovely Christmas home. Measuring 13.5"" x 19.5"" x 1.5"", this wooden house (Product Number 72388) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,14.25,8,13,,,2,608463.jpg,1,28.5,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
5’ wood snowflake garland white,75043,(All) Products Adams|(All) Christmas,"This festive wooden garland features distressed colors of white, and boldly displays neat hanging figures of snowflakes. Measuring 5"", this wooden garland (Product Number 75043) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,6,96,5,,,6,608493.jpg,1,12,,3,1,Adams & Company,Christmas-Garlands,,Wreaths & Garlands-Garlands,8.44796E+11,1
5’ pom pom garland red - white,75044,(All) Products Adams|(All) Christmas,"This festive garland features distressed colors of red and white, and boldly displays neat hanging snowball figures. Measuring 5"", this garland (Product Number 75044) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,7,96,6,,,6,608494.jpg,1,14,,3,1,Adams & Company,Christmas-Garlands,,Wreaths & Garlands-Garlands,8.44796E+11,1
7.35x14x.25 hanging wood Santa (HAPPY HLDS) wh-bn-rd,75068,(All) Products Adams|(All) Christmas,"This festive hanging wooden sign features distressed colors of white, brown, and red, and boldly displays ""Happy Holidays"" above the friendly face of Santa Claus. Measuring 7.35"" x 14"" x .25"", this hanging wooden sign (Product Number 75068) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,6,24,5,,,2,608518.jpg,1,12,,3,1,Adams & Company,Christmas-Santas,,"Wall Decor, Signs & Art-Wall Decor",8.44796E+11,1
14x6x6 wood nesting box set-2 (SANTA) red - white-bn-gy,75073,(All) Products Adams|(All) Christmas,"This festive wooden nesting box set features distressed colors of red, white, and gray, and boldly displays ""Letter to Santa Claus""using a simplistic script. Measuring 14"" x 6"" x 6"", this wooden nesting box set (Product Number 75073) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,32,4,29,,,2,608523.jpg,1,64,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Nesting Boxes,8.44796E+11,1
36x1 wood bead garland varied white - red,75078,(All) Products Adams|(All) Christmas,"This festive wooden garland features distressed colors of white and red, and boldly displays a beautiful two-color combination of round wooden beads. Measuring 36"" x 1"", this wooden garland (Product Number 75078) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,9,72,8,,,6,608528.jpg,1,18,,3,1,Adams & Company,Christmas-Garlands,,Wreaths & Garlands-Garlands,8.44796E+11,1
60x.5 wood bead garland white - red-gn,75079,(All) Products Adams|(All) Christmas,"This festive wooden garland features distressed colors of green, white and red, and boldly displays a beautiful tri-color combination of round wooden beads. Measuring 60"" x .5"", this wooden garland (Product Number 75079) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,10,72,9,,,6,608529.jpg,1,20,,3,1,Adams & Company,Christmas-Garlands,,Wreaths & Garlands-Garlands,8.44796E+11,1
17x6x12 wood crate (GIFTS) gy-bn,75080,(All) Products Adams|(All) Christmas,"This classic wooden crate features distressed colors of white, gray, and brown, and boldly displays ""Reindeer Shipping Co. Est 1823 North Pole"". It uses fine silhouettes of a forest and a deer to add a unique traditional accent. Measuring 17"" x 6"" x 12"", this wooden crate (Product Number 75080) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,29.25,4,26,,,2,608530.jpg,1,58.5,,3,1,Adams & Company,Christmas-Home Décor,,Home Decor-Wooden Decor,8.44796E+11,1
12.25x22x15.5 metal mounted deer head bn-wh-red,75081,(All) Products Adams|(All) Christmas,"This festive wooden Deer Mount features distressed colors of brown, white, and red, and boldly displays a figure of Rudolf's head. Measuring 12.25"" x 22"" x 15.5"", this wooden Deer Mount (Product Number 75081) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,15.5,4,14,,,2,608531.jpg,1,31,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
11.5x16x.5 canvas stckng (SNTA) red - white-tn,75082,(All) Products Adams|(All) Christmas,"This festive canvas stocking features distressed colors of red, white, black, brown, and tan, and boldly displays the happy face of Santa Claus. Measuring 11.5"" x 16"" x .5"", this canvas stocking (Product Number 75082) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,8,36,7,,,2,608532.jpg,1,16,,3,1,Adams & Company,Christmas-Stockings,,"Wall Decor, Signs & Art-Wall Decor",8.44796E+11,1
11.5x16x.5 canvas stckng (SNOWFLAKE) red - white-tn,75083,(All) Products Adams|(All) Christmas,"This festive canvas stocking features distressed colors of red, black, white, and tan, and boldly displays a pretty floral figure on the front side. Measuring 11.5"" x 16"" x .5"", this canvas stocking (Product Number 75083) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,8,36,7,,,2,608533.jpg,1,16,,3,1,Adams & Company,Christmas-Stockings,,"Wall Decor, Signs & Art-Wall Decor",8.44796E+11,1
28x18x2 wood Santa on base red - white-bn,75098,(All) Products Adams|(All) Christmas,"This festive ""Santa"" wooden decor features distressed colors of red, white, and brown, and boldly displays a friendly Santa Claus figure. Measuring 28"" x 18"" x 2"", this ""Santa"" wooden decor (Product Number 75098) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,30,4,27,,,2,608548.jpg,1,60,,3,1,Adams & Company,Christmas-Santas,,Home Decor-Wooden Decor,8.44796E+11,1
4x4x.25 coaster s-4 (snowflakes) white - red,78643,(All) Products Adams|(All) Christmas,"This festive wooden coaster set features distressed colors of white and red, and boldly displays four artistic snowflake patterns. Measuring 4"" x 4"" x .25"", this wooden coaster set (Product Number 78643) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,11,48,10,,,6,608600.jpg,1,22,,3,1,Adams & Company,Christmas-Kitchen,,Kitchen & Dining-Coasters,8.44796E+11,1
4x4x.25 coaster s-4 SNOWFLAKES black-white,78768,(All) Products Adams|(All) Christmas,"This festive wooden coaster set features distressed colors of black and white, and boldly displays four artistic snowflake patterns. Measuring 4"" x 4"" x .25"", this wooden coaster set (Product Number 78768) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,11,48,10,,,6,608724.jpg,1,22,,3,1,Adams & Company,Christmas-Kitchen,,Kitchen & Dining-Coasters,8.44796E+11,1
4x4x.25 coaster s-4 SNOWFLAKES wd-wh,78769,(All) Products Adams|(All) Christmas,"This festive wooden coaster set features distressed colors of white on wood, and boldly displays four artistic snowflake patterns. Measuring 4"" x 4"" x .25"", this wooden coaster set (Product Number 78769) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,6,11,48,10,,,6,608725.jpg,1,22,,3,1,Adams & Company,Christmas-Kitchen,,Kitchen & Dining-Coasters,8.44796E+11,1
11.5x14.5x1.5 wood reindeer on base (RUDOLPH) wd-rd,78783,(All) Products Adams|(All) Christmas,"This festive wooden reindeer decor features distressed colors of black,red, and white on wood, and boldly displays a child-friendly reindeer figure with a red nose. Measuring 11.5"" x 14.5"" x 1.5"", this wooden reindeer decor (Product Number 78783) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,10,12,9,,,2,608739.jpg,1,20,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
14x14x.5 wood snowflake wh-wd,78789,(All) Products Adams|(All) Christmas,"This festive wooden snowflake features distressed colors of white, and boldly displays a detailed snowflake figure. Measuring 14"" x 14"" x .5"", this wooden snowflake (Product Number 78789) may be just the decoration you are looking for to add a unique personal touch to your home or office. Adams&Co is committed to delivering their quality hand-crafted products to clients all over the nation. We carry products that include everything from traditional home decor, to religious and seasonal decor. Each is designed to give your home that one-of-a-kind feel and welcoming appearance.",In stock & shipping (checked Sept 19),,2,12,6,11,,,2,608745.jpg,1,24,,3,1,Adams & Company,Christmas-Home Decor,,"Wall Decor, Signs & Art-Wall Hangings",8.44796E+11,1
14x74 canvas table runner (SNOWFLAKES) white/grey,75144,(All) Products Adams|(All) Christmas,"Make sure you are ready for the Holidays! Complete your Christmas decor with Adams & Co's canvas table runner (Product Number 75144). This table runner is designed with snowflakes and comes with a white and grey color combination, adding life and joy to your dull/boring table decor. It has dimensions of 14"" x 74"". Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",In stock & shipping (checked Sept 19),,2,17.5,24,16,,,2,706375.jpg,1,35,,3,1,Adams & Company,"Christmas-Towels, Runners, Placemats..",,Kitchen & Dining-Table Runners,8.44796E+11,1
8.5x4x1.5 wood framed sign (WINTER WONDERLAND) black/white,70368,(All) Products Adams|(All) Christmas,(All) Products Adams|(All) Christmas|Framed Signs,In stock & shipping (checked Sept 19),,2,6.5,12,6,,,2,706195.jpg,1,13,,3,1,Adams & Company,Christmas-Frames & Table Decor,,"Wall Decor, Signs & Art-Christmas Signs",8.44796E+11,1
2x1.75x.25 wood cutout s/6 (SNOWFLAKES) white,75197,(All) Products Adams|(All) Christmas,"Simplicity is beauty, but why settle for less if you can have more? Accessorize your letter boards with this Adams & Co's wood tile set (Product Number 75197). This 6-piece wooden tile comes with a white color, versatile enough to complement any letter board styles. It has dimensions of 2"" x 1.75"" x .25"" with a snowflake design that will definitely make you feel anxious to experience the Christmas season. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",In stock & shipping (checked Sept 19),,4,2.5,96,2,,,4,708297.jpg,1,5,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
1.75x1.75x.25 wood cutout s/6 (STARS) white,75198,(All) Products Adams|(All) Christmas,"Simplicity is beauty, but why settle for less if you can have more? Accessorize your letter boards with this Adams & Co's wood tile set (Product Number 75198). This 6-piece wooden tile comes with a white color, versatile enough to complement any letter board designs. It has dimensions of 1.75"" x 1.75"" x .25"" with a star shape that will definitely make you feel anxious to experience the Christmas season. Adams & Co continues to design high-quality home and office additions, giving you that atmosphere you need during family or work time. Just tell us what you need. We have a variety of designs that we would love to place on your doorsteps to match your theme for holidays and for your usual days!",In stock & shipping (checked Sept 19),,4,2.5,96,2,,,4,708296.jpg,1,5,,3,1,Adams & Company,Christmas-Home Decor,,Home Decor-Wooden Decor,8.44796E+11,1
