"Homespun Berry Grain Sack Cream 10"" Shade",0R290005,"Homespun Berry Grain Sack Cream 10"" Shade","10"" Regular Clip","Our 10"" shade measures 4"" across the top, 10"" at the bottom and 8"" high.",,,,,,,2,$15.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/0R290005.jpg,0R290005.jpg,,,Raghu800,0R290005.jpg
"Candlewicking Lampshade 10"" Regular Clip Taupe",0R440038,"Candlewicking Lampshade 10"" Regular Clip Taupe","10"" Regular Clip","Our Taupe Candlewicking lampshade is made of cotton with embroidery. This is a 10"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 10"" shade measures 4"" across the top, 10"" at the bottom and 8"" high.",,,,,,,2,$14.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/0R440038.jpg,0R440038.jpg,,,Raghu800,0R440038.jpg
"Newbury Gingham Lampshade 10"" Regular Clip Black",0R670011,"Newbury Gingham Lampshade 10"" Regular Clip Black","10"" Regular Clip","The Black Newbury Gingham Lampshade is made of Cotton. Size is 10"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 10"". regular clip shade is 4"". across the top , 10"" at the botton and 8"" high.",,,,,,,2,$11.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/0R670011.jpg,0R670011.jpg,,,Raghu800,0R670011.jpg
"Newbury Gingham Lampshade 10"" Regular Clip Barn Red",0R670017,"Newbury Gingham Lampshade 10"" Regular Clip Barn Red","10"" Regular Clip","The Barn Red Newbury Gingham Lampshade is made of Cotton. Size is 10"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 10"". regular clip shade is 4"". across the top , 10"" at the botton and 8"" high.",,,,,,,2,$11.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/0R670017.jpg,0R670017.jpg,,,Raghu800,0R670017.jpg
"Bella Trace Lampshade 10"" Regular Clip",0R970031,"Bella Trace Lampshade 10"" Regular Clip","10"" Regular Clip","Our Wheat Bella Trace lampshade is made of cotton. This is a 10"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 10"" shade measures 4"" across the top, 10"" at the bottom and 8"" high.",,,,,,,2,$14.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/0R970031.jpg,0R970031.jpg,,,Raghu800,0R970031.jpg
"Pineapple Town Lampshade 12"" Regular Clip Mocha",2R101033,"Pineapple Town Lampshade 12"" Regular Clip Mocha","12"" Regular Clip","Our Mocha - Black Pineapple Town lampshade is made of cotton. This lampshade is 12"". Our lampshades are self bias trimmed and side stitched down the body. Our 12"" shade measures 6"" across the top, 12"" at the bottom and 8"" high.",,,,,,,2,$15.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R101033.jpg,2R101033.jpg,,,Raghu800,2R101033.jpg
"Lover's Knot Jacquard Lampshade 12"" Regular Clip",2R130011,"Lover's Knot Jacquard Lampshade 12"" Regular Clip","12"" Regular Clip","Our Black Lover's Knot Jacquard lampshade is a jacquard. This is a 12"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 12"" shade measures 6"" across the top, 12"" at the bottom and 8"" high.",,,,,,,2,$15.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R130011.jpg,2R130011.jpg,,,Raghu800,2R130011.jpg
"Burlap Stripe Lampshade 12"" Regular Clip Black",2R190011,"Burlap Stripe Lampshade 12"" Regular Clip Black","12"" Regular Clip","The Burlap Stripe Lampshade is made of cotton. This is a 12"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 12"" shade measures 6"" across the top, 12"" at the bottom and 8"" high.",,,,,,,2,$14.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R190011.jpg,2R190011.jpg,,,Raghu800,2R190011.jpg
"Osenburg Lampshade 12"" Regular Clip",2R200005,"Osenburg Lampshade 12"" Regular Clip","12"" Regular Clip","The Cream Osenburg Lampshade is made of cotton. This is a 12"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 12"" shade measures 6"" across the top, 12"" at the bottom and 8"" high.",,,,,,,2,$13.85 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R200005.jpg,2R200005.jpg,,,Raghu800,2R200005.jpg
"Candlewicking Lampshade 12"" Regular Clip Cream",2R430005,"Candlewicking Lampshade 12"" Regular Clip Cream","12"" Regular Clip","Our Cream Candlewicking lampshade is made of cotton with embroidery. This is a 12"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 12"" shade measures 6"" across the top, 12"" at the bottom and 8"" high.",,,,,,,2,$15.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R430005.jpg,2R430005.jpg,,,Raghu800,2R430005.jpg
"Candlewicking Lampshade 12"" Regular Clip Taupe",2R440038,"Candlewicking Lampshade 12"" Regular Clip Taupe","12"" Regular Clip","Our Taupe Candlewicking lampshade is made of cotton with embroidery. This is a 12"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 12"" shade measures 6"" across the top, 12"" at the bottom and 8"" high.",,,,,,,2,$15.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R440038.jpg,2R440038.jpg,,,Raghu800,2R440038.jpg
"Newbury Gingham Lampshade 12"" Regular Clip Black",2R670011,"Newbury Gingham Lampshade 12"" Regular Clip Black","12"" Regular Clip","The Black Newbury Gingham Lampshade is made of Cotton. Size is 12"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 12"". regular clip shade is 6"". across the top 12"" at the bottom and 8"". high.",,,,,,,2,$13.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/2R670011.jpg,2R670011.jpg,,,Raghu800,2R670011.jpg
"Heritage House Check Lampshade 14"" Washer Black",4W100011,"Heritage House Check Lampshade 14"" Washer Black","14"" Washer","Our Black Heritage House Check lampshade is made of cotton. This is a 14"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 14"" shade measures 6"" across the top, 14"" at the bottom and 10.5"" high.",,,,,,,1,$16.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/4W100011.jpg,4W100011.jpg,,,Raghu800,4W100011.jpg
"Summerville Lampshade 14"" Washer Colonial Blue-Osenburg",4W168014,"Summerville Lampshade 14"" Washer Colonial Blue-Osenburg","14"" Washer","Our Colonial Blue-Osenburg Summerville lampshade is made of cotton. Our lampshades are self bias trimmed and side stitched down the body. Our 14 inche drum shade measures top - 12 Inch, bottom 14 Inch, height 9.25 Inch.",,,,,,,1,$16.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/4W168014.jpg,4W168014.jpg,,,Raghu800,4W168014.jpg
"Burlap Stripe Lampshade 14"" Washer Black",4W190011,"Burlap Stripe Lampshade 14"" Washer Black","14"" Washer","The Burlap Stripe Lampshade is made of cotton. This is a 14"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 14"" shade measures 6"" across the top, 14"" at the bottom and 10.5"" high.",,,,,,,1,$18.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/4W190011.jpg,4W190011.jpg,,,Raghu800,4W190011.jpg
"Bella Trace Lampshade 14"" Washer",4W970031,"Bella Trace Lampshade 14"" Washer","14"" Washer","Our Wheat Bella Trace lampshade is made of cotton. This is a 14"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 14"" shade measures 6"" across the top, 14"" at the bottom and 10.5"" high.",,,,,,,1,$18.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/4W970031.jpg,4W970031.jpg,,,Raghu800,4W970031.jpg
"Heritage House Check Lampshade 6"" Candle Clip Black",6C100011,"Heritage House Check Lampshade 6"" Candle Clip Black","6"" Candle Clip","Our Black Heritage House Check lampshade is made of cotton. This is a 6"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 6"" shade measures 2.5"" across the top, 6"" at the bottom and 4.5"" high.",,,,,,,2,$7.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6C100011.jpg,6C100011.jpg,,,Raghu800,6C100011.jpg
"Farmhouse Solid Lampshade Buttermilk 6"" Candle Clip",6C140019,"Farmhouse Solid Lampshade Buttermilk 6"" Candle Clip","6"" Candle Clip","The Buttermilk Farmhouse Solid lampshade is made of Cotton. Size is 6"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 6"" shade is 2.5"" across the top 6"" at the bottom and 4.5"" high.",,,,,,,2,$7.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6C140019.jpg,6C140019.jpg,,,Raghu800,6C140019.jpg
"Burlap Stripe Lampshade 6"" Candle Clip Black",6C190011,"Burlap Stripe Lampshade 6"" Candle Clip Black","6"" Candle Clip","The Burlap Stripe Lampshade is made of cotton. This is a 6"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 6"" shade measures 2.5"" across the top, 6"" at the bottom and 4.5"" high.",,,,,,,2,$7.45 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6C190011.jpg,6C190011.jpg,,,Raghu800,6C190011.jpg
"Candlewicking Lampshade 6"" Candle Clip Cream",6C430005,"Candlewicking Lampshade 6"" Candle Clip Cream","6"" Candle Clip","Our Cream Candlewicking lampshade is made of cotton with embroidery. This is a 6"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 6"" shade measures 2.5"" across the top, 6"" at the bottom and 4.5"" hig.",,,,,,,2,$7.95 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6C430005.jpg,6C430005.jpg,,,Raghu800,6C430005.jpg
"Heritage House Check Lampshade 16"" Washer Black",6W100011,"Heritage House Check Lampshade 16"" Washer Black","16"" Washer","Our Black Heritage House Check lampshade is made of cotton. This is a 16"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 16"" shade measures 8"" across the top, 16"" at the bottom and 12"" high.",,,,,,,1,$19.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6W100011.jpg,6W100011.jpg,,,Raghu800,6W100011.jpg
"Summerville Lampshade 16"" Washer Colonial Blue-Osenburg",6W168014,"Summerville Lampshade 16"" Washer Colonial Blue-Osenburg","16"" Washer","Our Colonial Blue-Osenburg Summerville lampshade is made of cotton. Our lampshades are self bias trimmed and side stitched down the body. Our 16 inche washer shade measures 8 Inch across the top, 16 Inch at the bottom and 12 Inch high",,,,,,,1,$19.25 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6W168014.jpg,6W168014.jpg,,,Raghu800,6W168014.jpg
"Burlap Stripe Lampshade 16"" Washer Barn Red",6W190017,"Burlap Stripe Lampshade 16"" Washer Barn Red","16"" Washer","Our Barn Red - Wheat Burlap Stripe lampshade is made of cotton. This lampshade is a 16"". Our lampshades are self bias trimmed and side stitched down the body. Our 16"" shade measures top - 9"", bottom 10"", height 8"".",,,,,,,1,$20.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6W190017.jpg,6W190017.jpg,,,Raghu800,6W190017.jpg
"Candlewicking Lampshade 16"" Washer Cream",6W430005,"Candlewicking Lampshade 16"" Washer Cream","16"" Washer","Our Cream Candlewicking lampshade is made of cotton with embroidery. This is a 16"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 16"" shade measures 8"" across the top, 16"" at the bottom and 12"" high.",,,,,,,1,$21.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6W430005.jpg,6W430005.jpg,,,Raghu800,6W430005.jpg
"Bella Trace Lampshade 16"" Washer",6W970031,"Bella Trace Lampshade 16"" Washer","16"" Washer","Our Wheat Bella Trace lampshade is made of cotton. This is a 16"" shade. Our lampshades are self bias trimmed and side stitched down the body. Our 16"" shade measures 8"" across the top, 16"" at the bottom and 12"" high.",,,,,,,1,$22.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/6W970031.jpg,6W970031.jpg,,,Raghu800,6W970031.jpg
Marshfield Jacquard Woven Afghan Barn Red,AF106017,Marshfield Jacquard Woven Afghan Barn Red,Afghan,"Our Marshfield Jacquard afghan is made of Cotton. This is a 54"" x 72"" afghan that is a nice accent for any room.",,,,,,,1,$30.95 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/AF106017.jpg,AF106017.jpg,,,Raghu800,AF106017.jpg
Lover's Knot Jacquard Afghan,AF130011,Lover's Knot Jacquard Afghan,Afghan,"Our Black Lover's Knot Jacquard afghan is a jacquard. This is a 54"" x 72"" afghan that is a nice accent for any room.",,,,,,,1,$31.95 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/AF130011.jpg,AF130011.jpg,,,Raghu800,AF130011.jpg
Heritage House Gathered Swag Black,C6100011,Heritage House Gathered Swag Black,Gathered Swag,"The Black Heritage House Gathered Swag is made of cotton. This is a 72"" x 63"" (2 pcs) fully lined swag with a 2"" header and a 2.5"" rod pocket.",,,,,,,1,$30.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6100011.jpg,C6100011.jpg,,,Raghu800,C6100011.jpg
Marshfield Jacquard Gathered Swag Black,C6106011,Marshfield Jacquard Gathered Swag Black,Gathered Swag,"Our Marshfield Jacquard swag is made of cotton. This is a 72"" x 63"" (2 pcs) fully lined swag with a 2"" header and a 2.5"" rod pocket.",,,,,,,1,$37.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6106011.jpg,C6106011.jpg,,,Raghu800,C6106011.jpg
Salem Check Gathered Swag Black,C6120011,Salem Check Gathered Swag Black,Gathered Swag,"The Black - Nutmeg Salem Check Gathered Swag is made of cotton. This is a 72"" x 63"" (2 pcs) fully lined swag with a 2"" header and a 2.5"" rod pocket.",,,,,,,1,$30.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6120011.jpg,C6120011.jpg,,,Raghu800,C6120011.jpg
Sheffield Dobby Gathered Swag Cream-Taupe,C6158005,Sheffield Dobby Gathered Swag Cream-Taupe,Gathered Swag,The Cream-Taupe Sheffield Dobby Gathered Swag is made of cotton. This is a 72 Inch x 63 Inch (2 pcs) fully lined swag with a 2 Inch header and a 2.5 Inch rod pocket.,,,,,,,1,$37.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6158005.jpg,C6158005.jpg,,,Raghu800,C6158005.jpg
Summerville Gathered Swag Colonial Blue-Osenburg,C6168014,Summerville Gathered Swag Colonial Blue-Osenburg,Gathered Swag,The Colonial Blue-Osenburg Summerville Gathered Swag is made of cotton. This is a 72 Inch x 63 Inch (2 pcs) fully lined swag with a 2 Inch header and a 2.5 Inch rod pocket.,,,,,,,1,$30.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6168014.jpg,C6168014.jpg,,,Raghu800,C6168014.jpg
Kingston Jacquard Gathered Swag Black,C6310011,Kingston Jacquard Gathered Swag Black,Gathered Swag,"The Black Kingston Jacquard Gathered Swag is made of cotton. This is a 72"" x 63"" (2 pcs) fully lined swag with a 2"" header and a 2.5"" rod pocket.",,,,,,,1,$42.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6310011.jpg,C6310011.jpg,,,Raghu800,C6310011.jpg
Buffalo Check Black-Buttermilk Gathered Swag,C6510011,Buffalo Check Black-Buttermilk Gathered Swag,Gathered Swag,"Made with 100% cotton this valance features a black and white checkered design. Measuring at 72"" x 63"" (2 pcs) it would fit the average window and compliment your everyday decor.",,,,,,,1,$30.20 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6510011.jpg,C6510011.jpg,,,Raghu800,C6510011.jpg
Chesterfield Check Barn Red Gathered Swag Oat-Barn Red,C6590017,Chesterfield Check Barn Red Gathered Swag Oat-Barn Red,Gathered Swag,The Oat-Barn Red Chesterfield Check Barn Red Gathered Swag is made of cotton. This is a 72 Inch x 63 Inch (2 pcs) fully lined swag with a 2 Inch header and a 2.5 Inch rod pocket.,,,,,,,1,$30.25 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/C6590017.jpg,C6590017.jpg,,,Raghu800,C6590017.jpg
Marshfield Jacquard Bedcover King Black-Tan,CK106011,Marshfield Jacquard Bedcover King Black-Tan,Bedding,Our Black-Tan Marshfield Jacquard Bedcover is made of cotton. The bedcover is made of cotton jacquard. The design is timeless and will enhance your bed room.,,,,,,,1,$67.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CK106011.jpg,CK106011.jpg,,,Raghu800,CK106011.jpg
Heritage House Lace Candle Mat Black,CM159011,Heritage House Lace Candle Mat Black,Candle Mat,Our Black-Nutmeg Heritage House Lace Candle Mat is made of Cotton. Size is 15 Inch diameter. Ships in a package of 2.,,,,,,,2,$5.25 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CM159011.jpg,CM159011.jpg,,,Raghu800,CM159011.jpg
Heritage House Lace Candle Mat Barn Red,CM159017,Heritage House Lace Candle Mat Barn Red,Candle Mat,Our Barn Red-Nutmeg Heritage House Lace Candle Mat is made of Cotton. Size is 15 Inch diameter. Ships in a package of 2.,,,,,,,2,$5.25 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CM159017.jpg,CM159017.jpg,,,Raghu800,CM159017.jpg
Oak Leaf & Bittersweet Candle Mat,CMAR0010,Oak Leaf & Bittersweet Candle Mat,Candle Mat,"Our Orange Oak Leaf & Bittersweet candle mat is made of Wool Felt. This is a 15"" diameter decorative candle mat. Ships in a package of 2.",,,,,,,2,$11.95 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0010.jpg,CMAR0010.jpg,,,Raghu800,CMAR0010.jpg
Pine Tree Wishes Candle Mat,CMAR0030,Pine Tree Wishes Candle Mat,Candle Mat,The Pine Tree Wishes Candle Mat is made of Cotton & Wool Felt. Ships in a package of 2.,,,,,,,2,$12.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0030.jpg,CMAR0030.jpg,,,Raghu800,CMAR0030.jpg
Happy Winter Days Barn Red Candle Mat,CMAR0048,Happy Winter Days Barn Red Candle Mat,Candle Mat,"The Barn Red Happy Winter Days Candle Mat is made of Cotton. Size is 15"" diameter. Ships in a package of 2.",,,,,,,2,$12.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0048.jpg,CMAR0048.jpg,,,Raghu800,CMAR0048.jpg
Pumpkin & Acorns Black Candle Mat,CMAR0060,Pumpkin & Acorns Black Candle Mat,Candle Mat,"The Black Pumpkin & Acorns Candle Mat is made of Cotton. Size is 15"" diameter. Ships in a package of 2.",,,,,,,2,$13.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0060.jpg,CMAR0060.jpg,,,Raghu800,CMAR0060.jpg
Pumpkins And Vines Black Candle Mat,CMAR0066,Pumpkins And Vines Black Candle Mat,Candle Mat,"Our Black Pumpkins and Vines Black candle mat is made of Wool Felt. This is a 15"" diameter decorative candle mat. Ships in a package of 2.",,,,,,,2,$10.70 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0066.jpg,CMAR0066.jpg,,,Raghu800,CMAR0066.jpg
Cardinal Christmas Black Candle Mat,CMAR0069,Cardinal Christmas Black Candle Mat,Candle Mat,"The Black Cardinal Christmas Candle Mat is made of Cotton. Size is 15"" diameter. Ships in a package of 2.",,,,,,,2,$13.25 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0069.jpg,CMAR0069.jpg,,,Raghu800,CMAR0069.jpg
Snow Guy Candle Mat,CMAR0082,Snow Guy Candle Mat,Candle Mat,"Our Barn Red Snow Guy candle mat is made of Cotton-Wool Felt. This is a 15"" diameter decorative candle mat. Ships in a package of 2.",,,,,,,2,$12.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0082.jpg,CMAR0082.jpg,,,Raghu800,CMAR0082.jpg
Penney Pumpkin Orange Candle Mat,CMAR0089,Penney Pumpkin Orange Candle Mat,Candle Mat,"Our candle mat measures 15"" in diameter. Made with wool felt, this lovely orange mat, featuring embroidered pumpkins, can compliment any fall decor.",,,,,,,2,$8.00 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0089.jpg,CMAR0089.jpg,,,Raghu800,CMAR0089.jpg
Good Harvest Candle Mat,CMAR0106,Good Harvest Candle Mat,Candle Mat,"Our Good Harvest swag is made of cotton. Candle Mat is made of Cotton. Size is 15"" diameter. Ships in a package of 2.",,,,,,,2,$12.75 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0106.jpg,CMAR0106.jpg,,,Raghu800,CMAR0106.jpg
Candy Cane Vine Candle Mat,CMAR0114,Candy Cane Vine Candle Mat,Candle Mat,"Our Candy Cane Vine swag is made of cotton. Candle Mat is made of Cotton. Size is 15"" diameter. Ships in a package of 2.",,,,,,,2,$7.95 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0114.jpg,CMAR0114.jpg,,,Raghu800,CMAR0114.jpg
Sheep And Vine Candle Mat,CMAR0123,Sheep And Vine Candle Mat,Candle Mat,"Our Sheep and Vine swag is made of cotton. Candle Mat is made of Cotton. Size is 15"" diameter. Ships in a package of 2.",,,,,,,2,$10.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0123.jpg,CMAR0123.jpg,,,Raghu800,CMAR0123.jpg
Plaid Orchard Pumpkins Candle Mat Nutmeg-Orange,CMAR0125,Plaid Orchard Pumpkins Candle Mat Nutmeg-Orange,Candle Mat,Our Nutmeg-Orange Plaid Orchard Pumpkins Candle Mat is made of Cotton. Size is 15 Inch diameter. Ships in a package of 2.,,,,,,,2,$7.50 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0125.jpg,CMAR0125.jpg,,,Raghu800,CMAR0125.jpg
My Christmas Tree Candle Mat Nutmeg-Barn Red,CMAR0130,My Christmas Tree Candle Mat Nutmeg-Barn Red,Candle Mat,Our Nutmeg-Barn Red My Christmas Tree Candle Mat is made of Cotton. Size is 15 Inch diameter. Ships in a package of 2.,,,,,,,2,$8.25 ,,,,,,Raghu400,Raghu160,https://www.hcbyraghu.com/images/2018/CMAR0130.jpg,CMAR0130.jpg,,,Raghu800,CMAR0130.jpg
