“BIG HEART” TEACHER PLAQUE WITH EASEL,201-12072,Barbara Lloyd,BARBARA LLOYD,In Stock,$3.50 ,,,3.5 x 3,,4+,$3.50 ,12+,$3.33 ,96+,$3.15 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/201-12072.jpg,201-12072.jpg,,,Blossom800,201-12072.jpg
“TEACHER” CERAMIC CROCK,201-39626,Barbara Lloyd,BARBARA LLOYD,In Stock,$3.00 ,,,3.25 x 3,,6+,$3.00 ,24+,$2.85 ,60+,$2.70 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/201-39626.jpg,201-39626.jpg,,,Blossom800,201-39626.jpg
WOVEN BLOOM SIGN,211-60509,COD Original,COD ORIGINAL,In Stock,$16.00 ,,,12 x 25,,2+,$16.00 ,6+,$15.20 ,12+,$14.40 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60509.jpg,211-60509.jpg,,,Blossom800,211-60509.jpg
WOVEN SPRING SIGN,211-60508,COD Original,COD ORIGINAL,In Stock,$16.00 ,,,12 x 25,,2+,$16.00 ,6+,$15.20 ,12+,$14.40 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60508.jpg,211-60508.jpg,,,Blossom800,211-60508.jpg
"TRACTOR PULLING ""MERRY CHRISTMAS"" WAGON",208-12678,Barbara Lloyd,BARBARA LLOYD,In Stock,$8.95 ,,,3.25 x 1.5,,2+,$8.95 ,12+,$8.50 ,48+,$8.06 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/208-12678.jpg,208-12678.jpg,,,Blossom800,208-12678.jpg
SET OF 5 HOLY FAMILY WITH SHEPHERD AND 3 WISE MEN,188-11931,Barbara Lloyd,BARBARA LLOYD,In Stock,$22.00 ,,,5.25 x 3.5,,2+,$22.00 ,12+,$20.90 ,24+,$19.80 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/188-11931.jpg,188-11931.jpg,,,Blossom800,188-11931.jpg
"""HOW WONDERFUL LIFE IS"" ANGEL",1711-11711,Barbara Lloyd,BARBARA LLOYD,Backorder,$5.75 ,,,5 x 2,,4+,$5.75 ,12+,$5.46 ,72+,$5.18 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1711-11711.jpg,1711-11711.jpg,,,Blossom800,1711-11711.jpg
"""FAMILY IS STRENGTH"" BLOCK",1866-39086,Barbara Lloyd,BARBARA LLOYD,In Stock,$7.50 ,,,6 x 7.75,,2+,$7.50 ,12+,$7.13 ,32+,$6.75 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1866-39086.jpg,1866-39086.jpg,,,Blossom800,1866-39086.jpg
BLESSED AND GRATEFUL BARREL WITH FLOWERS,206-12912,Barbara Lloyd,BARBARA LLOYD,In Stock,$6.75 ,,,5 x 2.75,,4+,$6.75 ,12+,$6.41 ,64+,$6.08 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/206-12912.jpg,206-12912.jpg,,,Blossom800,206-12912.jpg
GRATEFUL FOR THE HARVEST CRATE WITH FLOWEERS,206-12910,Barbara Lloyd,BARBARA LLOYD,In Stock,$6.75 ,,,4.25 x 2.5,,4+,$6.75 ,12+,$6.41 ,48+,$6.08 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/206-12910.jpg,206-12910.jpg,,,Blossom800,206-12910.jpg
HAVE A BLESSED BEAUTIFUL DAY VASE WITH FALL FLOWERS,206-12916,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.75 ,,,4.25 x 2.5,,4+,$5.75 ,12+,$5.46 ,72+,$5.18 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/206-12916.jpg,206-12916.jpg,,,Blossom800,206-12916.jpg
“FAMILY IS LOVE” ANGEL HOLDING GOLD HEART,1911-12694,Barbara Lloyd,BARBARA LLOYD,In Stock,$6.25 ,,,5.5 x 2,,4+,$6.25 ,12+,$5.94 ,72+,$5.63 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1911-12694.jpg,1911-12694.jpg,,,Blossom800,1911-12694.jpg
“FRIEND FOR ALWAYS” ANGEL HOLDING GOLD HEART,1911-12692,Barbara Lloyd,BARBARA LLOYD,In Stock,$6.25 ,,,5.5 x 2,,4+,$6.25 ,12+,$5.94 ,72+,$5.63 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1911-12692.jpg,1911-12692.jpg,,,Blossom800,1911-12692.jpg
“LOVE YOU MORE” ANGEL HOLDING GOLD HEART,1911-12691,Barbara Lloyd,BARBARA LLOYD,In Stock,$6.25 ,,,5.25 x 2,,4+,$6.25 ,12+,$5.94 ,72+,$5.63 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1911-12691.jpg,1911-12691.jpg,,,Blossom800,1911-12691.jpg
"""SIMPLICITY"" AMISH WOMAN WITH SWAN",1988-12858,Esther O'Hara,ESTHER O'HARA,In Stock,$5.25 ,,,3.5 x 1.75,,6+,$5.25 ,12+,$4.99 ,108+,$4.73 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12858.jpg,1988-12858.jpg,,,Blossom800,1988-12858.jpg
"""BLESSED"" AMISH WOMAN WITH CAT",1988-12857,Esther O'Hara,ESTHER O'HARA,In Stock,$5.25 ,,,3.5 x 2,,6+,$5.25 ,12+,$4.99 ,108+,$4.73 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12857.jpg,1988-12857.jpg,,,Blossom800,1988-12857.jpg
AMISH FAMILY IN FRONT OF HOUSE,1988-12855,Esther O'Hara,ESTHER O'HARA,In Stock,$8.75 ,,,4.25 x 3.75,,4+,$8.75 ,12+,$8.31 ,48+,$7.88 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12855.jpg,1988-12855.jpg,,,Blossom800,1988-12855.jpg
"""SUNDAY MORNING"" AMISH KIDS ON CHURCH BENCH",1988-12854,Esther O'Hara,ESTHER O'HARA,In Stock,$7.50 ,,,3.75 x 2.5,,4+,$7.50 ,12+,$7.13 ,72+,$6.75 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12854.jpg,1988-12854.jpg,,,Blossom800,1988-12854.jpg
"""NO COOKIN' LIKE HOME COOKIN"" AMISH WOMAN",1988-12853,Esther O'Hara,ESTHER O'HARA,In Stock,$5.95 ,,,3.75 x 2,,6+,$5.95 ,12+,$5.65 ,72+,$5.36 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12853.jpg,1988-12853.jpg,,,Blossom800,1988-12853.jpg
"""HAPPINESS IS HOMEMADE"" AMISH WOMAN WITH PIE",1988-12852,Esther O'Hara,ESTHER O'HARA,In Stock,$5.50 ,,,3.5 x 2.25,,6+,$5.50 ,12+,$5.23 ,108+,$4.95 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12852.jpg,1988-12852.jpg,,,Blossom800,1988-12852.jpg
AMISH COUPLE WITH DOG,1988-12851,Esther O'Hara,ESTHER O'HARA,In Stock,$6.50 ,,,3.5 x 2.5,,4+,$6.50 ,12+,$6.18 ,72+,$5.85 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1988-12851.jpg,1988-12851.jpg,,,Blossom800,1988-12851.jpg
HOMEGROWN PUMPKINS/HOMEMADE CHRISTMAS TWO-SIDED LEDGE SIGN,206-60169,,Crossroads Home,In Stock,$9.00 ,,,6 x 15,,4+,$9.00 ,12+,$8.55 ,24+,$8.10 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/206-60169.jpg,206-60169.jpg,,,Blossom800,206-60169.jpg
THREE BOTTLES IN METAL BASKET WITH SNOWFLAKES,208-30118,BB Original,BB ORIGINAL,In Stock,$6.25 ,,,5.25 x 11,,4+,$6.25 ,12+,$5.94 ,24+,$5.63 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/208-30118.jpg,208-30118.jpg,,,Blossom800,208-30118.jpg
"""GROW A LIFE YOU LOVE"" POT OF FLOWERS",191-12208,Deb Strain,DEB STRAIN,In Stock,$7.95 ,,,3.25 x 3.25,,4+,$7.95 ,12+,$7.55 ,72+,$7.16 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/191-12208.jpg,191-12208.jpg,,,Blossom800,191-12208.jpg
SET OF 3 WITCHES WITH SAYINGS,206-12717,Suzi Skoglund,SUZI SKOGLUND,In Stock,$11.25 ,,,3.25 x 2,,2+,$11.25 ,12+,$10.69 ,54+,$10.13 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/206-12717.jpg,206-12717.jpg,,,Blossom800,206-12717.jpg
"""LOVE YOU FOREVER"" SIGN WITH COTTON BRANCH",1966-39493,Barbara Lloyd,BARBARA LLOYD,In Stock,$7.95 ,,,9.5 x 9.5,,2+,$7.95 ,12+,$7.55 ,16+,$7.16 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/1966-39493.jpg,1966-39493.jpg,,,Blossom800,1966-39493.jpg
MINI CHRISTMAS NAVITIY,178-11430,Barbara Lloyd,BARBARA LLOYD,In Stock,$13.25 ,,,2.25 x 10.5,,2+,$13.25 ,12+,$12.59 ,32+,$11.93 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/178-11430.jpg,178-11430.jpg,,,Blossom800,178-11430.jpg
“A GIRLFRIEND IS A SISTER” PLAQUE,201-12606,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.00 ,,,3.25 x 3.5,,4+,$5.00 ,12+,$4.75 ,96+,$4.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/201-12606.jpg,201-12606.jpg,,,Blossom800,201-12606.jpg
SIX GLASS JARS IN WIRED CONTAINER WITH HANDLE,171-72493,BB Original,BB ORIGINAL,In Stock,$11.50 ,,,9.75 x 11,,2+,$11.50 ,4+,$10.93 ,8+,$10.35 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/171-72493.jpg,171-72493.jpg,,,Blossom800,171-72493.jpg
GRANDMA MAKES MY HEART HAPPY FRAMED SIGN,211-39854,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.00 ,,,6 x 6,,4+,$5.00 ,12+,$4.75 ,48+,$4.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-39854.jpg,211-39854.jpg,,,Blossom800,211-39854.jpg
NURSES ARE THE ANGELS OF THE WORLD FRAMED SIGN,211-39857,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.00 ,,,6 x 6,,4+,$5.00 ,12+,$4.75 ,48+,$4.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-39857.jpg,211-39857.jpg,,,Blossom800,211-39857.jpg
S/3 RECTANGULAR DECORATIVE METAL BASKETS W/STRIPED LINING,211-70301,BB Original,BB ORIGINAL,Backorder,$15.00 ,,,10 x 15.25,,4+,$15.00 ,8+,$14.25 ,12+,$13.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-70301.jpg,211-70301.jpg,,,Blossom800,211-70301.jpg
S/3 ROUND DECORATIVE METAL BASKETS W/ STRIPED LINING,211-70300,BB Original,BB ORIGINAL,Backorder,$15.00 ,,,8 x 17,,4+,$15.00 ,8+,$14.25 ,12+,$13.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-70300.jpg,211-70300.jpg,,,Blossom800,211-70300.jpg
3 TIERED DISPLAY SHELF,211-70067,BB Original,BB ORIGINAL,Backorder,$19.00 ,,,25.25 x 18.5,,2+,$19.00 ,4+,$18.05 ,8+,$17.10 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-70067.jpg,211-70067.jpg,,,Blossom800,211-70067.jpg
S/2 DECORATIVE METAL ROUND TRAY,211-70062,BB Original,BB ORIGINAL,Backorder,$22.00 ,,,3.25 x 11.75,,2+,$22.00 ,4+,$20.90 ,6+,$19.80 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-70062.jpg,211-70062.jpg,,,Blossom800,211-70062.jpg
DECORATIVE METAL WATERING CAN,211-70060,BB Original,BB ORIGINAL,Backorder,$8.50 ,,,9.25 x 11,,4+,$8.50 ,12+,$8.08 ,20+,$7.65 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-70060.jpg,211-70060.jpg,,,Blossom800,211-70060.jpg
DECORATIVE METAL PLANTER W/ 3 POTS,211-70059,BB Original,BB ORIGINAL,Backorder,$12.50 ,,,10.25 x 10,,2+,$12.50 ,8+,$11.88 ,16+,$11.25 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-70059.jpg,211-70059.jpg,,,Blossom800,211-70059.jpg
STRAWBERRY HOOK,211-60708,COD Original,COD ORIGINAL,Backorder,$6.00 ,,,8.25 x 4.75,,4+,$6.00 ,12+,$5.70 ,24+,$5.40 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60708.jpg,211-60708.jpg,,,Blossom800,211-60708.jpg
LASER CUT STRAWBERRY SIGN,211-60706,COD Original,COD ORIGINAL,In Stock,$8.00 ,,,9 x 9,,3+,$8.00 ,12+,$7.60 ,24+,$7.20 ,3+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60706.jpg,211-60706.jpg,,,Blossom800,211-60706.jpg
"ASTILBE PICK, WHITE",211-60549,COD Original,COD ORIGINAL,Backorder,$2.50 ,,,x 29.5,,12+,$2.50 ,72+,$2.38 ,144+,$2.25 ,12+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60549.jpg,211-60549.jpg,,,Blossom800,211-60549.jpg
"WHITE LAVENDER WREATH, 16""",211-60547,COD Original,COD ORIGINAL,Backorder,$6.00 ,,,x 16,,6+,$6.00 ,24+,$5.70 ,60+,$5.40 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60547.jpg,211-60547.jpg,,,Blossom800,211-60547.jpg
"WHITE LAVENDER WREATH, 12""",211-60546,COD Original,COD ORIGINAL,Backorder,$3.50 ,,,x 12,,6+,$3.50 ,24+,$3.33 ,60+,$3.15 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60546.jpg,211-60546.jpg,,,Blossom800,211-60546.jpg
"BABY'S BREATH WREATH, 12""",211-60544,COD Original,COD ORIGINAL,Backorder,$3.50 ,,,x 12,,6+,$3.50 ,24+,$3.33 ,60+,$3.15 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-60544.jpg,211-60544.jpg,,,Blossom800,211-60544.jpg
THE WORLD'S GREATEST AUNT FRAMED SIGN,211-39851,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.00 ,,,6 x 6,,4+,$5.00 ,12+,$4.75 ,48+,$4.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-39851.jpg,211-39851.jpg,,,Blossom800,211-39851.jpg
"FRIEND, THANKS FOR ALL THAT YOU BRING TO MY LIFE FRAMED SIGN",211-39853,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.00 ,,,6 x 6,,4+,$5.00 ,12+,$4.75 ,48+,$4.50 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/211-39853.jpg,211-39853.jpg,,,Blossom800,211-39853.jpg
SET OF 3 PINE TREE PAINTED RECYCLED WOOD BREAD BOARDS,208-60070,,Crossroads Home,In Stock,$40.00 ,,,x,,2+,$40.00 ,6+,$38.00 ,12+,$36.00 ,2+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/208-60070.jpg,208-60070.jpg,,,Blossom800,208-60070.jpg
“BEST JOURNEY TAKES YOU HOME” HOUSE,201-12460,Barbara Lloyd,BARBARA LLOYD,In Stock,$5.25 ,,,4.25 x 2.75,,4+,$5.25 ,12+,$4.99 ,72+,$4.73 ,4+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/201-12460.jpg,201-12460.jpg,,,Blossom800,201-12460.jpg
YELLOW FLOWERS IN WHITE METAL POT,201-70168,BB Original,BB ORIGINAL,In Stock,$2.95 ,,,6 x 4.75,,6+,$2.95 ,24+,$2.80 ,48+,$2.66 ,6+,Blossom400,Blossom160,https://s3.amazonaws.com/emuncloud-staticassets/productImages/bb112/large/201-70168.jpg,201-70168.jpg,,,Blossom800,201-70168.jpg
