5.5X5.25X10 RESIN SNOWMAN WHT/RED/BLK,10234,2.00,6.00,12.00,15.9500,14.9500,13.9500,856964102348
6X6X10.25 RESIN SNOWMAN W/DICE WHT/RED,10235,2.00,8.00,,16.9500,14.9500,,856964102355
6X5.25X10.5 RESIN SANTA HOLDING KID RED/GRN,10236,2.00,6.00,12.00,16.5000,15.5000,14.5000,856964102362
6.5X5.5X6.5 RESIN SITTING RACCOON W/PUMPKIN BRN,10237,2.00,6.00,12.00,13.9500,12.9500,11.9500,856964102379
5.5X3.5X7 RESIN DANCING SNWMN WHT/RED 2 ASSRT,10238,6.00,16.00,,10.5000,9.9500,,856964102386
9.5X6X10.25 RESIN SNOWMAN W/OWL CREAM/RED/BRN,10239,2.00,6.00,12.00,22.9500,21.9500,19.9500,856964102393
9X9.5X14 RESIN BIG SNWMN W/CARROT CREAM/RE,10240,1.00,4.00,,39.9500,36.9500,,856964102409
7.5X4.25X10.5 RESIN COUPLE SNOWMAN RED/CREAM,10241,2.00,8.00,,22.9500,19.9500,,856964102416
5.5X4X4.5 RESIN LYING SNWMN WHT RED 2ASSRT,10242,4.00,12.00,24.00,8.5000,7.9500,7.5000,856964102423
5.5X4.5X10.5 RESIN STANDING RACCOON W/PUMPKIN BRN,10243,2.00,6.00,12.00,13.9500,12.9500,11.9500,856964102430
"3 ASSRT RESIN HUMAN SKELETONS ""NO HEAR NO LOOK NO TALK"" CREAM",10244,6.00,18.00,,5.9500,5.2500,,856964102447
6.75X4X7.5 RESIN DANCING SNOWMAN CREAM/RED,10246,2.00,6.00,12.00,22.9500,21.9500,19.9500,856964102461
7.25X6X8.75 RESIN SML SNOWMAN W/CARROT CREM/RED,10247,2.00,6.00,,17.9500,15.9500,,856964102478
RESIN SNOWMN FAMILY W/T LIGHT HOLDER,10248,2.00,6.00,,22.9500,19.9500,,856964102485
8.5X3X9 RESIN TANUKI W/SQUIRREL GREY/BRN,10249,2.00,6.00,12.00,15.5000,14.9500,13.9500,856964102492
4X4X16.75 POLY RESIN MUMMY DECOR LRG,10250,2.00,8.00,,16.5000,14.9500,,856964102508
RUSTIC TIN CUTOUT MOOSE,10575,1.00,0.00,0.00,0.7500,0.0000,0.0000,
"13.5"" WOODEN VASE W/YELLOW DAISYS",20140E,4.00,24.00,0.00,5.5000,4.9500,0.0000,856964201409
"12.5"" WOODEN VASE W/FLOWERS",20141E,4.00,24.00,0.00,4.9500,4.5000,0.0000,856964201416
"36.5""  DAISY/BELL GARLAND",20142E,6.00,12.00,0.00,3.9500,3.5000,0.0000,856964201423
"48"" SUNFLOWER/WIRE GARLAND",20143E,12.00,36.00,0.00,3.5000,2.9500,0.0000,856964201430
"48"" DAISY/WIRE GARLAND",20144E,12.00,36.00,0.00,5.2500,4.7500,0.0000,856964201447
"14""  BIRDHOUSE PICKS 3 ASS'T",20146E,12.00,36.00,0.00,1.2500,1.0500,0.0000,856964201461
"15"" BIRDHOUSE PICKS, 3 ASS'TED",20147E,12.00,48.00,0.00,0.8500,0.8000,0.0000,856964201478
"22"" BIRDHOUSE GARLAND",20148E,6.00,12.00,0.00,4.9500,4.2500,0.0000,856964201485
RED BOWL-W/OUT DESIGN,20152E,6.00,48.00,0.00,1.5000,1.5000,0.0000,856964201522
"8"" BLUE BOWL W/OUT DESIGN",20153E,6.00,48.00,0.00,1.5000,1.5000,0.0000,856964201539
"8"" WHITE BOWL W/OUT DESIGN",20154E,6.00,48.00,0.00,1.5000,1.5000,0.0000,856964201546
"8"" RED PLATE W/OUT DESIGN",20155E,1.00,0.00,0.00,1.2500,0.0000,0.0000,856964201553
"9.75"" BLUE PLATE W/OUT DESIGN",20156E,1.00,0.00,0.00,1.2500,0.0000,0.0000,856964201560
"9.75"" WHITE PLATE W/OUT DESIGN",20157E,6.00,18.00,0.00,2.7500,2.4500,0.0000,856964201577
"14"" WOODEN BLUE WELCOME SNOWMAN ORNIMENT",20158X,12.00,73.00,0.00,1.5000,1.0000,0.0000,856964201584
"25"" LONG PUMPKINS & BATS GARLAND",20164F,6.00,18.00,0.00,3.9500,3.5000,0.0000,856964201645
"30"" PUMPKIN & GHOST GARLAND",20165F,6.00,18.00,0.00,3.9500,3.5000,0.0000,856964201652
MINI.WOOD BIRDHOUSE ORN. 3 ASS'T,20166E,72.00,0.00,0.00,0.5000,0.0000,0.0000,856964201669
"THREE 13"" ASSORTED FALL PICKS",20167F,24.00,72.00,0.00,0.7500,0.5000,0.0000,856964201676
"8"" WOODEN SPONGEWARE SIGN",20168E,12.00,0.00,0.00,0.9500,0.0000,0.0000,856964201683
"15.5"" ANTIQUES AND OLD STUFF SIGN",20169E,12.00,0.00,0.00,1.2500,0.0000,0.0000,856964201690
"AMERICANA WOODEN BANNER 19 X 4.25""",20171A,6.00,24.00,0.00,2.9500,2.6500,0.0000,856964201713
TWIG STAR,20174A,6.00,36.00,0.00,2.7500,2.4500,0.0000,856964201744
,20175X,0.00,0.00,0.00,0.0000,0.0000,0.0000,856964201751
AMERICAN FLAG,20177A,24.00,0.00,0.00,2.9500,0.0000,0.0000,856964201775
"8"" BARN RED BOWL W/ STAR",20184E,1.00,0.00,0.00,1.5000,0.0000,0.0000,856964201843
"8"" NAVY BLUE BOWL/STAR",20186E,1.00,0.00,0.00,1.5000,0.0000,0.0000,856964201867
"9.75"" NAVY BLUE PLATE/STAR",20189E,6.00,48.00,0.00,1.7500,1.7500,0.0000,856964201898
"58"" HENS W/HEARTS  GARLAND",20190E,6.00,24.00,0.00,5.5000,4.9500,0.0000,856964201904
"58"" ROOSTER/STARS GARLAND",20191E,6.00,24.00,0.00,4.9500,4.2500,0.0000,856964201911
"TIN WALL POCKET/ STAR, GREY",20194E,24.00,0.00,0.00,1.2500,0.0000,0.0000,856964201942
TIN KETTLE/STAR/DAISY2 ASSORT BROWN,20196E,24.00,0.00,0.00,0.9500,0.0000,0.0000,856964201966
"TIN KETTLE W//DAISY ONLY, GREY",20197E,24.00,0.00,0.00,1.5000,0.0000,0.0000,856964201973
"8"" LARGE TIN BELL WITH STARS",20198E,3.00,12.00,0.00,9.5000,8.5000,0.0000,856964201980
"6 1/2"" TIN BELL W/ SNOWFLAKE CUTOUT",20199E,18.00,0.00,0.00,3.9500,0.0000,0.0000,856964201997
"5"" TIN BELL W/ STAR CUTOUTS",20200E,24.00,0.00,0.00,3.5000,0.0000,0.0000,856964202000
"=T0550  4"" TIN BELL W/ SNOWFLAKE CUTOUT",20201E,48.00,0.00,0.00,2.2500,0.0000,0.0000,856964202017
"=20447  ANGEL, WOODEN",20202E,12.00,72.00,0.00,2.4500,2.2000,0.0000,856964202024
"6"" ANGEL",20203E,12.00,72.00,0.00,2.4500,2.2000,0.0000,856964202031
"14"" ANGEL",20204E,6.00,24.00,0.00,8.7500,7.9500,0.0000,856964202048
"15.5""CROCKS,JUGS & JARS SOLD HERE SIGN",20205E,12.00,0.00,0.00,0.9500,0.0000,0.0000,856964202055
"15.5"" OLD REDWARE COLLECTOR SIGN",20206E,12.00,0.00,0.00,0.9500,0.0000,0.0000,856964202062
"WOODEN TRAY BOX,RED 4.5""x4""X2""H",20207E,48.00,0.00,0.00,2.2500,0.0000,0.0000,856964202079
"WOODEN TRAY BOX, BLUE 4""X4""X2""H",20208E,4.00,0.00,0.00,2.2500,0.0000,0.0000,856964202086
BLUE STAR CANDLE HOLDER,20209E,24.00,0.00,0.00,1.5000,0.0000,0.0000,856964202093
RED STAR CANDLE HOLDER,20210E,6.00,24.00,0.00,1.9500,1.5000,0.0000,856964202109
"CANDLE HOLDER, BLUE",20211E,6.00,24.00,0.00,2.9500,2.6500,0.0000,856964202116
"CANDLE HOLDER, RED",20212E,6.00,24.00,0.00,2.9500,2.6500,0.0000,856964212122
"4"" TIN BELL WITH SANTA",20213X,6.00,24.00,0.00,4.9500,4.4500,0.0000,856964202130
"4"" TIN BELL WITH SNOWMAN",20214X,6.00,24.00,0.00,4.9500,4.4500,0.0000,856964202147
"5"" TIN BELL WITH SANTA",20215X,3.00,12.00,0.00,7.9500,7.2500,0.0000,856964202154
"5""DIM.TIN BELL WITH SNOWMAN",20216X,3.00,12.00,49.00,7.9500,7.2500,6.7500,856964202161
"6 1/2"" TIN BELL WITH SANTA",20217X,3.00,12.00,0.00,9.5000,8.7500,0.0000,856964202178
"8"" TIN BELL WITH SNOWMAN",20220X,3.00,9.00,0.00,12.5000,11.5000,0.0000,856964202208
"6"" TIN PAIL WITH SANTA",20222X,6.00,18.00,0.00,2.9500,2.7500,0.0000,856964202222
"28"" L. SNOWMAN & HEARTS GARLAND",20223X,6.00,12.00,0.00,5.9500,5.5000,0.0000,856964202239
,20226,0.00,0.00,0.00,0.0000,0.0000,0.0000,
"7 1/2"" SNOWMAN BOWL, BLUE",20226X,6.00,18.00,0.00,4.9500,4.4500,0.0000,856964202260
"7 1/2"" SNOWMAN BOWL, RED",20227X,6.00,18.00,0.00,4.9500,4.4500,0.0000,856964202277
"19"" WOODEN SIGN W/SNOWMEN ""WELCOME FRIENDS""",20230X,6.00,24.00,0.00,5.9500,5.3500,0.0000,856964202307
"SNOWMAN ORN., SET OF 24",20231X,1.00,6.00,0.00,59.0000,58.5000,0.0000,856964202314
WOODEN SWMAN ORN. 6 AS'T ONLY,20232,12.00,0.00,0.00,1.3500,0.0000,0.0000,856964202321
"18"" SANTA W/ MERRY XMAS STAR",20233X,6.00,18.00,0.00,9.9500,8.9500,0.0000,856964202338
"13 1/2"" WOODEN SANTA W/ XMAS TREE",20234X,6.00,18.00,0.00,6.5000,5.9500,0.0000,856964202345
"17 1/2"" WOODEN SANTA W/ XMAS TREE",20235X,6.00,18.00,0.00,5.9500,5.2500,0.0000,856964202352
TIN BIRD BELL,20236X,4.00,12.00,0.00,3.2500,2.6500,0.0000,856964202369
"3.5"" WOODEN SNOWMAN ORN. W/ BLACK HAT",20240X,12.00,73.00,0.00,1.2500,1.0000,0.0000,856964202406
"3""  SNOWMAN ORN. W/ RED CHECKER SCARF",20241X,12.00,73.00,0.00,1.0000,0.9500,0.0000,856964202413
"5"" WOODEN SANTA ORNAMENT",20243X,12.00,73.00,0.00,1.7500,1.5000,0.0000,856964202437
"5"" WOODEN SANTA HEAD ORNAMENT",20244X,12.00,73.00,0.00,1.7500,1.5000,0.0000,856964202444
"= T0550 4""DIM. TIN BELL W/ STAR CUTOUTS",20248E,12.00,48.00,0.00,3.7500,3.3500,0.0000,856964202482
"5"" TIN BELL W/ SNOWFLAKE CUTOUT",20249E,24.00,0.00,0.00,3.5000,0.0000,0.0000,856964202499
"6 1/2"" TIN BELL W/ STAR CUTOUT",20250E,6.00,18.00,0.00,7.5000,6.7500,0.0000,856964202505
"8"" TIN BELL W/ SNOWFLAKE CUTOUT",20251E,3.00,12.00,0.00,9.5000,8.5000,0.0000,856964202512
"12""WOODEN SANTA/SNOWMAN 2 ASS'T",20252X,4.00,12.00,0.00,4.9500,4.2500,0.0000,856964202529
"7"" WOODEN MITTEN ORN. 3 ASSORTED",20253X,12.00,36.00,0.00,2.9500,2.6500,0.0000,856964202536
"17.5""WOODEN SNOWMAN",20255X,4.00,12.00,0.00,3.7500,3.2500,0.0000,856964202550
"10"" ROOSTER",20256E,12.00,0.00,0.00,1.9500,0.0000,0.0000,856964202567
,20257F,0.00,0.00,0.00,0.0000,0.0000,0.0000,
"10"" ROOSTER (GREEN PANTS)",20258E,12.00,0.00,0.00,1.9500,0.0000,0.0000,856964202581
"13"" SITTING ROOSTER W/ BLUE VEST",20259E,4.00,24.00,0.00,5.9500,5.5000,0.0000,856964202598
"13"" SITTING ROOSTER W/ GREEN VEST",20260E,4.00,24.00,0.00,5.9500,5.5000,0.0000,856964202604
"5.5"" ROOSTER DOUBLE SIDE",20261E,12.00,36.00,0.00,3.5000,2.9500,0.0000,856964202611
"8"" HEN, DOUBLE SIDE",20262E,12.00,36.00,0.00,3.9500,3.5000,0.0000,856964202628
"5"" HEN",20263E,12.00,48.00,0.00,2.5000,2.2500,0.0000,856964202635
"5"" ROOSTER",20264E,12.00,48.00,0.00,2.5000,2.2500,0.0000,856964202642
ROOSTER BOWL,20265E,6.00,24.00,0.00,3.5000,3.1500,0.0000,856964202659
"9.75"" Dim. ROOSTER PLATE",20266E,6.00,18.00,0.00,3.5000,3.1500,0.0000,856964202666
"=20570 2 ASSORTED 13"" ROOSTER PICK",20267E,48.00,96.00,0.00,1.5000,1.2500,0.0000,856964202673
"2 ASSORTED 4.25"" SITTING CAT",20268E,24.00,48.00,0.00,1.5000,1.2500,0.0000,856964202680
"14"" ROOSTER WELCOME SIGN",20269E,3.00,18.00,0.00,6.5000,5.9500,0.0000,856964202697
"4"" X 9.75"" HEART",20271E,12.00,48.00,0.00,3.5000,3.1500,0.0000,856964202710
"4.5"" SITTING CAT",20273E,12.00,48.00,0.00,1.2500,1.1500,0.0000,856964202734
"4.25"" X 4.25"" CAT WELCOME",20274E,24.00,48.00,0.00,1.2500,1.1500,0.0000,856964202741
"=20269E 14"" X 36"" ROOSTER WELCOME",20275E,2.00,12.00,0.00,7.9500,7.0000,0.0000,856964202758
"7.5"" WOODEN PUMPKIN",20279F,6.00,0.00,0.00,3.9500,0.0000,0.0000,856964202796
"7.5"" PUMPKIN WITH STAR CUTOUT",20281F,12.00,36.00,0.00,3.7500,3.3500,0.0000,856964202819
"7.5"" PUMPKIN WITH MOON CUTOUT",20282F,12.00,36.00,0.00,2.5000,2.2500,0.0000,856964202826
"PINE TREE 20"" H",20297,6.00,24.00,0.00,4.9500,4.2500,0.0000,856964202970
"PINE TREE 27"" H",20298,4.00,16.00,0.00,6.9500,5.9500,0.0000,856964202987
"TREE/GLOVE & STAR/HEART 3"" X 2.5"" 2 ASS'T",20300,48.00,120.00,0.00,0.8500,0.7500,0.0000,856964203007
GLASS TEA LITE CANDLE HOLDER 2 ASS'T,20301,12.00,96.00,0.00,0.8500,0.7500,0.0000,856964203014
GLASS TEA LITE/ TREE HOLDER/ SNOWMAN HOLDER 2 ASS'T,20302,12.00,96.00,0.00,0.9500,0.8500,0.0000,856964203021
SOCK W/ SNOWMAN/TREE/HEART/STAR BROOM,20303,48.00,144.00,0.00,0.9500,0.8500,0.0000,856964203038
3 ASS'T WOOD SNOWMAN ORN.,20304,12.00,48.00,0.00,1.9500,1.7500,0.0000,856964203045
SNOWMAN/STAR GARLAND 30: L,20305,6.00,24.00,0.00,7.5000,6.5000,0.0000,856964203052
"SNOW MAN GREENISH/GRAY BELL 3.75"" DIM",20306,12.00,48.00,0.00,3.2500,2.8500,0.0000,856964203069
"SNOW MAN RED BELL 3.75"" DIM",20307,12.00,48.00,0.00,3.2500,2.8500,0.0000,856964203076
"SNOW MAN OFF WHITE BELL 3.75"" DIM",20308,12.00,48.00,0.00,3.2500,2.8500,0.0000,856964203083
"SNOWMAN GREENISH/ GRAY BELL 2.5"" DIM",20309,12.00,48.00,0.00,2.7500,2.3500,0.0000,856964203090
"SNOW MAN OFFWHITE BELL 2.5"" DIM",20310,12.00,48.00,0.00,2.7500,2.3500,0.0000,856964203106
"SNOW MAN OFF WHITE BELL 2.5"" DIM",20311,12.00,48.00,0.00,2.7500,2.3500,0.0000,856964203113
"SNOW MAN/ RUSTIC BELL 2""",20312,12.00,72.00,0.00,1.9500,1.7500,0.0000,856964203120
"SNOW MAN  RUSTIC BELL 2.5""DIM",20313,12.00,48.00,0.00,1.9500,1.7500,0.0000,856964203137
"SNOW MAN  / HEART GARLAND 42""",20314,6.00,18.00,0.00,5.9500,5.3500,0.0000,856964203144
"SANTA /STAR  GARLAND 42""",20315,6.00,0.00,0.00,2.9500,0.0000,0.0000,856964203151
TIN KETTLE W/STAR ONLY GReEN,20317,12.00,24.00,0.00,1.3500,1.2500,0.0000,856964203175
TIN KETTLE W/STAR ONLY BARN RED,20318,12.00,24.00,0.00,1.3500,1.2500,0.0000,856964203182
"STAR/SNOWMAN PIN 3""",20324,24.00,144.00,0.00,0.5000,0.4500,0.0000,856964203243
"SNOWMAN HEAD PIN 3""",20325,12.00,144.00,0.00,0.5000,0.4500,0.0000,856964203250
"SNOWMAN HEAD PIN 3""",20326,12.00,144.00,0.00,0.5000,0.4500,0.0000,856964203267
"SNOWMAN HEAD PIN 3""",20327,12.00,144.00,0.00,0.5000,0.4500,0.0000,856964203274
"SNOWMAN PIN 3""",20328,12.00,72.00,240.00,0.7500,0.6800,0.6000,856964203281
"SNOWMAN/HEART PIN 2.875""",20329,12.00,144.00,0.00,0.5000,0.4500,0.0000,856964203298
"ANGEL DISPLAY STAND ONLY 10X21""H",20330,2.00,6.00,0.00,8.9500,8.2500,0.0000,856964203304
"FLOWER DISPLAY STAND ONLY 10 X 18""",20331,2.00,6.00,0.00,8.9500,8.2500,0.0000,856964203311
"ROOSTER DISPLAY STAND 10X22""H",20333,2.00,6.00,0.00,8.9500,8.2500,0.0000,856964203335
"WOODEN BUNNY DISPLAY STAND 10X22""H",20335,2.00,6.00,0.00,8.9500,8.2500,0.0000,856964203359
"TIN ANGELS ORN. 6 ASS'T,4.5""",20336,12.00,72.00,144.00,2.5000,1.9500,1.7500,856964203366
"WOODEN MINI SIGNS 8 ASST.2.5""",20337,48.00,144.00,0.00,0.7500,0.7000,0.0000,856964203373
"GARDEN ORN. POLY RESIN  8 ASS'T,3""",20338,48.00,144.00,0.00,0.7500,0.6500,0.0000,856964203380
"TIN ROOSTERS ORN. 6 ASS'T,3.25""",20339,12.00,72.00,0.00,1.5000,1.2500,0.0000,856964203397
"POLY RESIN HENS ORN. 6 ASS'T 4.25""",20340,12.00,36.00,0.00,1.5000,1.2500,0.0000,856964203403
"TIN BUNNY ANGELS ORN. 6 ASS'T 4.5""",20341,12.00,72.00,144.00,2.7500,2.4500,2.1500,856964203410
"WOODEN BUNNIES, 2 Ass't 27""H",20342,2.00,8.00,0.00,13.5000,12.5000,0.0000,856964203427
"WOODEN BUNNIES, 2 Ass't 16""H",20344,6.00,24.00,0.00,7.7500,6.9500,0.0000,856964203441
"2.5"" DIM GLASS CANDLE HOLDER WITH ROOSTER DESIGN 2 ASSRT",20347,24.00,96.00,0.00,0.8500,0.7500,0.0000,856964203472
"2.5"" DIM GLASS  TEALITE HOLDER , 2 ASS'T",20348,24.00,72.00,0.00,0.9500,0.8500,0.0000,856964203489
"2"" DIM GLASS TEA LIGHT CANDLE HOLDERS 2 ASS'T",20349,24.00,96.00,0.00,0.9500,0.8500,0.0000,856964203496
"2.25"" DIM GLASS TEALIT HOLDERS WITH  2 Ass't",20350,12.00,96.00,0.00,1.7500,1.5000,0.0000,856964203502
