"FOX ORNAMENT, GLASS - GOLD",0316-4,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 2 in
width: 2 in
height: 3.50 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.00 ,24,$3.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0316-4.JPG,0316-4.JPG,,,homart800,0316-4.JPG
"POLAR BEAR ORNAMENT, GLASS - SILVER",0317-5,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 2 in
width: 2 in
height: 4 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.00 ,24,$3.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0317-5.JPG,0317-5.JPG,,,homart800,0317-5.JPG
"DOG ORNAMENT, GLASS - GOLD",0318-4,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 2 in
width: 2.50 in
height: 4 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.00 ,24,$3.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0318-4.JPG,0318-4.JPG,,,homart800,0318-4.JPG
"SANTA ORNAMENT, GLASS",0319-0,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 2.50 in
width: 2 in
height: 4.50 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.75 ,24,$4.40 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0319-0.JPG,0319-0.JPG,,,homart800,0319-0.JPG
"SANTA WITH BASKET ORNAMENT, GLASS",0320-0,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 1.50 in
width: 1.50 in
height: 4.50 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.75 ,24,$4.40 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0320-0.JPG,0320-0.JPG,,,homart800,0320-0.JPG
"MACAROON ORNAMENTS, GLASS - SET OF 5, ASSORTED - GOLD, RED, BLUE, GREEN, PINK",0322-836,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 1.75 in
width: 1.75 in
height: 1.75 in
cube: 0.00
weight: 0.10 lb
material: glass",,2,$8.75 ,8,$8.10 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0322-836.JPG,0322-836.JPG,,,homart800,0322-836.JPG
"VILLAGE HOUSE ORNAMENT, GLASS - SILVER",0323-5,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 2.50 in
width: 2 in
height: 3 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.25 ,24,$3.90 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0323-5.JPG,0323-5.JPG,,,homart800,0323-5.JPG
"VILLAGE CHURCH ORNAMENT, GLASS - SILVER",0324-5,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass ornaments with traditional holiday themes. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 2.25 in
width: 1.25 in
height: 3.75 in
cube: 0.00
weight: 0.10 lb
material: glass",,6,$4.25 ,24,$3.90 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0324-5.JPG,0324-5.JPG,,,homart800,0324-5.JPG
"KIRA ORNAMENTS, GLASS - SET OF 5, ASSORTED - PINK, RED, SILVER, TEAL, GOLD",0326-837,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 3.50 in
width: 3.50 in
height: 3.75 in
cube: 0.00
weight: 0.10 lb
material: glass",,2,$14.00 ,8,$13.00 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0326-837.JPG,0326-837.JPG,,,homart800,0326-837.JPG
"KIRA TREE TOPPER, GLASS - PINK",0327-16,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate.,,,,,"length: 3 in
width: 3 in
height: 12.50 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$11.00 ,16,$10.00 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0327-16.JPG,0327-16.JPG,,,homart800,0327-16.JPG
"KIRA TREE TOPPER, GLASS - SILVER",0327-5,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate.,,,,,"length: 3 in
width: 3 in
height: 12.50 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$11.00 ,16,$10.00 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0327-5.JPG,0327-5.JPG,,,homart800,0327-5.JPG
"KIRA TREE TOPPER, GLASS - RED",0327-8,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate.,,,,,"length: 3 in
width: 3 in
height: 12.50 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$11.00 ,16,$10.00 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0327-8.JPG,0327-8.JPG,,,homart800,0327-8.JPG
GLASS GARLAND - MULTI COLOR,0328-0,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass and tinsel garland in a sweet holiday color palate.,,,,,"diameter: 6 in
cube: 0.00
weight: 0.10 lb
material: glass
info: 6' long",,4,$12.75 ,16,$11.80 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0328-0.JPG,0328-0.JPG,,,homart800,0328-0.JPG
"CLARA ORNAMENT, GLASS - TEAL",0330-14,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 4 in
width: 4 in
height: 4 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$4.75 ,16,$4.40 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0330-14.JPG,0330-14.JPG,,,homart800,0330-14.JPG
"CLARA ORNAMENT, GLASS - YELLOW",0330-15,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 4 in
width: 4 in
height: 4 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$4.75 ,16,$4.40 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0330-15.JPG,0330-15.JPG,,,homart800,0330-15.JPG
"CLARA ORNAMEN, GLASS - RED",0330-8,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 3.50 in
width: 3.50 in
height: 6 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$4.75 ,16,$4.40 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0330-8.JPG,0330-8.JPG,,,homart800,0330-8.JPG
"ILLUMINATED LED CANDLE ORNAMENT, GLASS - CLEAR",0331-0,,Our glitter encrusted glass sphere features a warm LED candle within it to wirelessly illuminate deck the halls and light up the boughs. Battery required.,,,,,"length: 3.75 in
width: 3.75 in
height: 3.75 in
weight: 0.10 lb
size (us): 3.75x3.75x3.75
material: glass",,6,$7.50 ,24,$6.75 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0331-0.JPG,0331-0.JPG,,,homart800,0331-0.JPG
"SUGARPLUM ORNAMENTS - PINK SET OF 2, ASSORTED - PINK",0332-16,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 4 in
width: 4 in
height: 4 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$9.00 ,16,$8.30 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0332-16.JPG,0332-16.JPG,,,homart800,0332-16.JPG
"SUGARPLUM ORNAMENTS - GOLD SET OF 2, ASSORTED - GOLD",0332-4,,Spark the wonder of holiday nostalgia anew with our vintage inspired glass tree toppers in a sweet holiday color palate. Our hand crafted ornaments come with a string and loop ready to adorn your Christmas tree.,,,,,"length: 4 in
width: 4 in
height: 4 in
cube: 0.00
weight: 0.10 lb
material: glass",,4,$9.00 ,16,$8.30 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0332-4.JPG,0332-4.JPG,,,homart800,0332-4.JPG
"TERRA COLUMN LAMP, TERRAZZO - BLACK",0613-2,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are designed to flaunt an Edison-style light bulb. Plug in style, 53"" long cord with switch.",,,,,"length: 4 in
width: 4 in
height: 6 in
size (us): 4x4x6
material: cement",,4,$17.00 ,16,$15.80 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0613-2.JPG,0613-2.JPG,,,homart800,0613-2.JPG
"TERRA COLUMN LAMP, TERRAZZO - LIGHT GREY",0613-42,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are designed to flaunt an Edison-style light bulb. Plug in style, 53"" long cord with switch.",,,,,"length: 4 in
width: 4 in
height: 6 in
size (us): 4x4x6
material: cement",,4,$17.00 ,16,$15.80 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0613-42.JPG,0613-42.JPG,,,homart800,0613-42.JPG
"TERRA COLUMN LAMP, TERRAZZO - DARK GREY",0613-45,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are designed to flaunt an Edison-style light bulb. Plug in style, 53"" long cord with switch.",,,,,"length: 4 in
width: 4 in
height: 6 in
size (us): 4x4x6
material: cement",,4,$17.00 ,16,$15.80 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0613-45.JPG,0613-45.JPG,,,homart800,0613-45.JPG
"NIK TABLE LAMP, CEMENT - BLACK",0614-2,,"A sure classic a black cement lamp base is topped with a soft grey lamp shade. Plug in style, 53"" long cord with switch.",,,,,"length: 5.50 in
width: 5.50 in
height: 10 in
size (us): 5.5x5.5x10
material: cement, fabric
info: size includes shade but inner will not have shade on lamp.",,2,$18.00 ,8,$16.70 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0614-2.JPG,0614-2.JPG,,,homart800,0614-2.JPG
"SKYLAR TABLE LAMP, CERAMIC - SQUARE, SM",0615-14,,"Embossed ceramic lamp bases are glazed in steel blue for a classic mid-century look. Topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 7 in
width: 7 in
height: 13.50 in
weight: 2.20 lb
size (us): 7x7x13.5
material: cement, fabric",,2,$21.00 ,8,$19.50 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0615-14.JPG,0615-14.JPG,,,homart800,0615-14.JPG
"SKYLAR TABLE LAMP, CERAMIC - SQUARE, LRG",0616-14,,"Embossed ceramic lamp bases are glazed in steel blue for a classic mid-century look. Topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 8.75 in
width: 8.75 in
height: 18.50 in
weight: 4.40 lb
size (us): 8.75x8.75x18.5
material: cement, fabric",,2,$37.00 ,8,$34.25 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0616-14.JPG,0616-14.JPG,,,homart800,0616-14.JPG
"SKYLAR TABLE LAMP, CERAMIC - ROUND, SM",0618-14,,"Embossed ceramic lamp bases are glazed in steel blue for a classic mid-century look. Topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 7.50 in
width: 7.50 in
height: 14 in
weight: 2.40 lb
size (us): 7.5x7.5x14
material: cement, fabric",,2,$21.00 ,8,$19.50 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0618-14.JPG,0618-14.JPG,,,homart800,0618-14.JPG
"SKYLAR TABLE LAMP, CERAMIC - ROUND, LRG",0619-14,,"Embossed ceramic lamp bases are glazed in steel blue for a classic mid-century look. Topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 9.50 in
width: 9.50 in
height: 18.50 in
weight: 3.80 lb
size (us): 9.5x9.5x18.5
material: cement, fabric",,2,$37.00 ,8,$34.25 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0619-14.JPG,0619-14.JPG,,,homart800,0619-14.JPG
"NANO TABLE LAMP, CEMENT - MEDIUM GREY",0620-43,,"Our petite sized lamps are perfect for a writing desk or reading nook. Cement lamp bases in grey tones are topped with color coordinating lamp shades. Plug in style, 40"" long cord with switch.",,,,,"length: 4.50 in
width: 4.50 in
height: 10 in
weight: 1.60 lb
size (us): 4.5x4.5x10
material: cement, fabric",,4,$12.00 ,16,$11.10 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0620-43.JPG,0620-43.JPG,,,homart800,0620-43.JPG
"NANO TABLE LAMP, CEMENT - DARK GREY",0620-44,,"Our petite sized lamps are perfect for a writing desk or reading nook. Cement lamp bases in grey tones are topped with color coordinating lamp shades. Plug in style, 40"" long cord with switch.",,,,,"length: 4.50 in
width: 4.50 in
height: 10 in
weight: 1.60 lb
size (us): 4.5x4.5x10
material: cement, fabric",,4,$12.00 ,16,$11.10 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0620-44.JPG,0620-44.JPG,,,homart800,0620-44.JPG
FELIX WOOD TABLE TAMP,0621-0,,"A Scandinavian nod to simple, functional and good looking lighting. Pine wood is pared with a white shade in this versatile table lamp. Plug in style, 53"" long cord with switch.",,,,,"length: 10 in
width: 10 in
height: 19 in
size (us): 10x10x19
material: wood, fabric",,2,$36.00 ,8,$33.40 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0621-0.JPG,0621-0.JPG,,,homart800,0621-0.JPG
"TERRA TABLE LAMP, TERRAZZO, LIGHT GREY - SM",0622-42,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 7 in
width: 7 in
height: 12.75 in
weight: 2.40 lb
size (us): 7x7x12.75
material: cement, fabric",,4,$19.00 ,16,$17.50 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0622-42.JPG,0622-42.JPG,,,homart800,0622-42.JPG
"TERRA TABLE LAMP, TERRAZZO, DARK GREY - SM",0622-45,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 7 in
width: 7 in
height: 12.75 in
weight: 2.40 lb
size (us): 7x7x12.75
material: cement, fabric",,4,$19.00 ,16,$17.50 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0622-45.JPG,0622-45.JPG,,,homart800,0622-45.JPG
"TERRA TABLE LAMP, TERRAZZO, LIGHT GREY - LRG",0623-42,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 9.50 in
width: 9.50 in
height: 16 in
weight: 3.80 lb
size (us): 9.5x9.5x16
material: cement, fabric",,2,$34.00 ,8,$31.50 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0623-42.JPG,0623-42.JPG,,,homart800,0623-42.JPG
"TERRA TABLE LAMP, TERRAZZO, DARK GREY - LRG",0623-45,,"Cement lamp bases speckled with the textural medium of the moment - Terrazzo - are topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 9.50 in
width: 9.50 in
height: 16 in
weight: 3.80 lb
size (us): 9.5x9.5x16
material: cement, fabric",,2,$34.00 ,8,$31.50 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0623-45.JPG,0623-45.JPG,,,homart800,0623-45.JPG
FELIX WOOD WALL SCONCE,0624-0,,"A Scandinavian nod to simple, functional and good looking lighting. A simple pine wood bracket is left to feature the bulb in this versatile wall sconce. Plug in style, 53"" long cord with switch.",,,,,"length: 8.75 in
width: 1 in
height: 12 in
size (us): 8.75x1x12
material: wood",,2,$22.00 ,8,$20.40 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0624-0.JPG,0624-0.JPG,,,homart800,0624-0.JPG
"ARBOL TABLE LAMP, CEMENT",0626-44,,"A cement lamp base with a faux boise embossing is topped with off-white lamp shades. Plug in style, 53"" long cord with switch.",,,,,"length: 9.50 in
width: 9.50 in
height: 16 in
weight: 5 lb
size (us): 9.5x9.5x16
material: cement, fabric",,2,$32.00 ,8,$29.75 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0626-44.JPG,0626-44.JPG,,,homart800,0626-44.JPG
"ANTLER BOTTLE OPENER, BRASS",0706-14,,A classic article of daily use transformed into a fun way to pop the top of your favorite bottle. Cast of iron and plated in brass.,,,,,"length: 5.50 in
height: 2.50 in
cube: 0.00 cbm
weight: 0.20 lb
material: brass",,6,$8.00 ,24,$7.40 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0706-14.JPG,0706-14.JPG,,,homart800,0706-14.JPG
"FLAT FORGED BOTTLE OPENER, IRON - BLACK",0707-2,,A classic article of daily use transformed into a fun way to pop the top of your favorite bottle. These sturdy openers are all forged of iron.,,,,,"length: 1.50 in
height: 5 in
cube: 0.00 cbm
weight: 0.20 lb
material: iron",,6,$4.50 ,24,$4.10 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0707-2.JPG,0707-2.JPG,,,homart800,0707-2.JPG
"TURNED FORGED BOTTLE OPENER, IRON - BLACK",0708-2,,A classic article of daily use transformed into a fun way to pop the top of your favorite bottle. These sturdy openers are all forged of iron.,,,,,"length: 1 in
height: 5.50 in
cube: 0.00 cbm
weight: 0.10 lb
material: iron",,6,$5.00 ,24,$4.60 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0708-2.JPG,0708-2.JPG,,,homart800,0708-2.JPG
"FALCON BOTTLE OPENER, IRON - BLACK",0709-2,,A classic article of daily use transformed into a fun way to pop the top of your favorite bottle. These sturdy openers are all forged of iron.,,,,,"length: 1 in
height: 5 in
cube: 0.00 cbm
weight: 0.17 lb
material: iron",,6,$4.75 ,24,$4.40 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0709-2.JPG,0709-2.JPG,,,homart800,0709-2.JPG
"CACTUS RING HOLDER, IRON - BLACK",0710-2,,"This essential desk accessory lends to perfect place to display a few favorite rings, necklaces or bracelets. Crafted of iron featuring a classic black finish.",,,,,"length: 3.50 in
width: 3.50 in
height: 4 in
cube: 0.00 cbm
weight: 0.40 lb
material: iron",,6,$7.00 ,24,$6.50 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0710-2.JPG,0710-2.JPG,,,homart800,0710-2.JPG
"PERPETUAL CIRCULAR CALENDAR, BRASS - BRASS",0711-14,,"Three brass rings hand stamped with days, months and weeks manually turn inside the brass frame to denote the day. Hangs with a keyhole hanger.",,,,,"length: 10.50 in
height: 11.50 in
cube: 0.00 cbm
weight: 1.60 lb
material: brass",,2,$29.00 ,8,$26.90 ,,,2,homart400,homart160,../images/products/ZOOM/desktop/0711-14.JPG,0711-14.JPG,,,homart800,0711-14.JPG
"FORGED HOOK, IRON - BRASS",0712-14,,Simple forged iron hooks hold everything from keys to coats.,,,,,"length: 1 in
width: 1.25 in
height: 3 in
weight: 0.06 lb
size (us): 1x1.25x3
material: iron",,6,$3.00 ,24,$2.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0712-14.JPG,0712-14.JPG,,,homart800,0712-14.JPG
"FORGED HOOK, IRON - BLACK",0712-2,,Simple forged iron hooks hold everything from keys to coats.,,,,,"length: 1 in
width: 1.25 in
height: 3 in
weight: 0.06 lb
size (us): 1x1.25x3
material: iron",,6,$3.00 ,24,$2.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0712-2.JPG,0712-2.JPG,,,homart800,0712-2.JPG
"FORGED HOOK, IRON - NICKEL",0712-5,,Simple forged iron hooks hold everything from keys to coats.,,,,,"length: 1 in
width: 1.25 in
height: 3 in
weight: 0.06 lb
size (us): 1x1.25x3
material: iron",,6,$3.00 ,24,$2.70 ,,,6,homart400,homart160,../images/products/ZOOM/desktop/0712-5.JPG,0712-5.JPG,,,homart800,0712-5.JPG
"WHALE PLATE, BRASS",0719-14,,Cast of aluminum with a brass finish the silhouette form of a sperm whale makes the perfect catch all for coins and keys.,,,,,"length: 12 in
width: 5 in
height: 1 in
weight: 0.80 lb
size (us): 12x5x1
material: aluminum",,4,$12.00 ,16,$11.10 ,,,4,homart400,homart160,../images/products/ZOOM/desktop/0719-14.JPG,0719-14.JPG,,,homart800,0719-14.JPG
SPOOL OF JUTE - LRG - HEMP,0721-1,,"HomArt’s Jute on Wood Spools are versatile because they are home decorations or useful accessories or both, and if the jute is used, the spools are reusable for twining more jute or as decorative accessories themselves! Available in six different jute weights, lengths, and spool sizes, these handy products highlight HomArt’s dedication to providing products with style and unique decorative qualities. The small Spool of Jute measures 2.25 x 2.5 and has 82 feet of jute; the large, 2.75 x 3.5 and 130 feet of jute. The small Spool of Hemp measures 2.25 x 2.5 with 120 feet of twine; the large Spool of Hemp, 2.75 x 3.5 and 164 of hemp. The small Spool of Jute Ribbon measures 2.25 x 2.5 with 26 feet of jute, and the large Spool of Jute Ribbon, 2.75 x 3.5.",,,,,"length: 2.75 in
width: 2.75 in
height: 3.50 in
diameter: 2.75 in
cube: 0.00
weight: 0.40 lb
size (us): 55 yards
size (metric): 50 meters
material: jute",,1,$8.00 ,24,$7.40 ,,,1,homart400,homart160,../images/products/ZOOM/desktop/0721-1.JPG,0721-1.JPG,,,homart800,0721-1.JPG
"CHISELED PLACE CARD HOLDER, BRASS - SQUARE",0724-14,,"Cast of iron with a chiseled texture and brass plating. Our place card holders are a beautiful addition to a table scape, or a sweetly simple way to display a photograph or business card.",,,,,"length: 1 in
width: 1 in
height: 1 in
weight: 0.40 lb
size (us): 1x1x1
material: metal",,8,$4.00 ,32,$3.70 ,,,8,homart400,homart160,../images/products/ZOOM/desktop/0724-14.JPG,0724-14.JPG,,,homart800,0724-14.JPG
"CHISELED PLACE CARD HOLDER, BRASS - DISK",0725-14,,"Cast of iron with a chiseled texture and brass plating. Our place card holders are a beautiful addition to a table scape, or a sweetly simple way to display a photograph or business card.",,,,,"length: 1.75 in
width: 1.75 in
height: 0.50 in
weight: 0.20 lb
size (us): 1.75x1.75x0.5
material: metal",,8,$3.75 ,32,$3.40 ,,,8,homart400,homart160,../images/products/ZOOM/desktop/0725-14.JPG,0725-14.JPG,,,homart800,0725-14.JPG
"CHISELED PLACE CARD HOLDER, BRASS - STUMP",0726-14,,"Cast of iron with a chiseled texture and brass plating. Our place card holders are a beautiful addition to a table scape, or a sweetly simple way to display a photograph or business card.",,,,,"length: 1.25 in
width: 1.25 in
height: 1 in
weight: 0.20 lb
size (us): 1.25x1.25x1
material: metal",,8,$4.00 ,32,$3.70 ,,,8,homart400,homart160,../images/products/ZOOM/desktop/0726-14.JPG,0726-14.JPG,,,homart800,0726-14.JPG
