"MTL. SIGN ""HOME"" (12/cs)",MH1393,,MH1393|||Item Information______________________|Item Size (WxHxL):24.80 x 15.80 x 0.400 in|Item Weight: 2.5000 lbs|Item Material: Wood / Metal|Item Color: Grey / Brown|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 37 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1393_lg.jpg,MH1393_lg.jpg,,,VIP800,2018
WD. CANDLE HOLDERS SET/3 (2 sets/cs),MH1394,,MH1394|||Item Information______________________|Item Size (WxHxL):5.700 x 13.80 x 5.700 in|Item Weight: 3.0000 lbs|Item Material: WD / Mtl|Item Color: Brown|Details 1:|Details 2:|Other Sizes: MD: 5.7 x 5.7 x 12.2|Other Sizes:SM: 5.7 x 5.7 x 10.6|Assembly Required:||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 9 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1394_lg.jpg,MH1394_lg.jpg,,,VIP800,2018
"WD. SHELF 32"" (2/cs)",MH1395,,MH1395|||Item Information______________________|Item Size (WxHxL):31.50 x 10.60 x 5.900 in|Item Weight: 6.0000 lbs|Item Material: 95% Wood 5% Metal|Item Color: Brown|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 14 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1395_lg.jpg,MH1395_lg.jpg,,,VIP800,2018
WD./MTL. CIRCULAR WALL DECOR (2/cs),MH1396,,MH1396|||Item Information______________________|Item Size (WxHxL):35.00 x 35.00 x 0.600 in|Item Weight: 8.0000 lbs|Item Material: 80% MTL 20% WD|Item Color: Brown|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 24 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1396_lg.jpg,MH1396_lg.jpg,,,VIP800,2018
WD./MTL. SQUARE WALL DECOR (2/cs),MH1397,,MH1397|||Item Information______________________|Item Size (WxHxL):27.40 x 27.40 x 2.400 in|Item Weight: 6.0000 lbs|Item Material: 80% MTL 20% WD|Item Color: Brown|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 15 lbs||Order Info______________|Minimum Order Quantity: 2||1,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1397_lg.jpg,MH1397_lg.jpg,,,VIP800,2018
"WD. WALL DECOR 32"" (2/cs)",MH1398,,MH1398|||Item Information______________________|Item Size (WxHxL):31.50 x 31.50 x 1.200 in|Item Weight: 13.0000 lbs|Item Material: WOOD|Item Color: Antique White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 32 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1398_lg.jpg,MH1398_lg.jpg,,,VIP800,2018
WD. SHELF W/ HOOKS (2/cs),MH1399,,MH1399|||Item Information______________________|Item Size (WxHxL):26.00 x 10.20 x 6.200 in|Item Weight: 9.0000 lbs|Item Material: 90% Wood 10% Metal|Item Color: Antique White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 22 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1399_lg.jpg,MH1399_lg.jpg,,,VIP800,2018
MTL./WD. BOOKENDS (16/cs),MH1400,,MH1400|||Item Information______________________|Item Size (WxHxL):4.300 x 5.900 x 3.900 in|Item Weight: 2.2000 lbs|Item Material: Mtl / WD|Item Color: Grey / Brown|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 16.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 45 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1400_lg.jpg,MH1400_lg.jpg,,,VIP800,2018
WD. QUAD PICTURE FRAME (4/cs),MH1401,,MH1401|||Item Information______________________|Item Size (WxHxL):15.00 x 18.50 x 0.800 in|Item Weight: 2.5000 lbs|Item Material: 80% WD 20% Glass|Item Color: Antique Grey|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 13 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1401_lg.jpg,MH1401_lg.jpg,,,VIP800,2018
"WD. MIRROR 33"" (1/cs)",MH1402,,MH1402|||Item Information______________________|Item Size (WxHxL):19.50 x 32.70 x 2.600 in|Item Weight: 12.0000 lbs|Item Material: Wood / Glass|Item Color: Antique white|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 14.3 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MH1402_lg.jpg,MH1402_lg.jpg,,,VIP800,2018
"WD. WALL CLOCK 23"" (4/cs)",MJ8260,,MJ8260|||Item Information______________________|Item Size (WxHxL):23.00 x 23.00 x 1.500 in|Item Weight: 3.4000 lbs|Item Material: 90% MDF 10% MTL|Item Color: Grey / White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 22 lbs||Order Info______________|Minimum Order Quantity: 2||1,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8260_lg.jpg,MJ8260_lg.jpg,,,VIP800,2018
"WD. WALL CLOCK 23"" (4/cs)",MJ8261,,MJ8261|||Item Information______________________|Item Size (WxHxL):23.00 x 23.00 x 1.500 in|Item Weight: 3.3000 lbs|Item Material: 90% MDF 10% MTL|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 21.9 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8261_lg.jpg,MJ8261_lg.jpg,,,VIP800,2018
"WD. WALL CLOCK 23"" (4/cs)",MJ8262,,MJ8262|||Item Information______________________|Item Size (WxHxL):23.00 x 23.00 x 1.500 in|Item Weight: 3.4000 lbs|Item Material: 90% MDF 10% MTL|Item Color: Grey / Beige|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 22 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8262_lg.jpg,MJ8262_lg.jpg,,,VIP800,2018
MTL. BOTTLE CAP WALL CLOCK (12/cs),MJ8263,,MJ8263|||Item Information______________________|Item Size (WxHxL):13.00 x 13.00 x 2.400 in|Item Weight: 1.1000 lbs|Item Material: 100% Metal|Item Color: Grey / Blue / Red|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 12.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 25 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8263_lg.jpg,MJ8263_lg.jpg,,,VIP800,2018
MTL. TABLE CLOCK (24/cs),MJ8264,,"MJ8264|||Item Information______________________|Item Size (WxHxL):6.000 x 6.000 x 0.500 in|Item Weight: 0.3500 lbs|Item Material: 100% Metal|Item Color: White / Black|Details 1:|Details 2:|Other Sizes: Length W/ Stand: 3""|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): in x in x in|Case Weight: 12 lbs||Order Info______________|Minimum Order Quantity: 6||0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8264_lg.jpg,MJ8264_lg.jpg,,,VIP800,2018
MTL. TABLE CLOCK (24/cs),MJ8265,,"MJ8265|||Item Information______________________|Item Size (WxHxL):6.000 x 6.000 x 0.500 in|Item Weight: 0.3500 lbs|Item Material: 100% Metal|Item Color: White / Blue|Details 1:|Details 2:|Other Sizes: Length Including Stand: 3""|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): in x in x in|Case Weight: 12 lbs||Order Info______________|Minimum Order Quantity: 6||0",,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8265_lg.jpg,MJ8265_lg.jpg,,,VIP800,2018
MTL. TABLE CLOCK (24/cs),MJ8266,,MJ8266|||Item Information______________________|Item Size (WxHxL):6.000 x 6.000 x 0.500 in|Item Weight: 0.3500 lbs|Item Material: 100% Metal|Item Color: Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 6.000000000|Case Size (HxWxD): in x in x in|Case Weight: 12 lbs||Order Info______________|Minimum Order Quantity: 6||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8266_lg.jpg,MJ8266_lg.jpg,,,VIP800,2018
"WALL CLOCK 24"" (2/cs)",MJ8267,,MJ8267|||Item Information______________________|Item Size (WxHxL):24.00 x 24.00 x 3.500 in|Item Weight: 14.0000 lbs|Item Material: Metal / Glass / MDF|Item Color: Black / Cream|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 29 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8267_lg.jpg,MJ8267_lg.jpg,,,VIP800,2018
"WD. WALL CLOCK 30"" (1/cs)",MJ8268,,MJ8268|||Item Information______________________|Item Size (WxHxL):30.00 x 30.00 x 2.000 in|Item Weight: 8.7000 lbs|Item Material: 90% MDF 10% MTL|Item Color: Brown / Antique White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 10.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8268_lg.jpg,MJ8268_lg.jpg,,,VIP800,2018
"WD./MTL. WALL CLOCK 28"" (1/cs)",MJ8269,,MJ8269|||Item Information______________________|Item Size (WxHxL):27.50 x 27.50 x 1.500 in|Item Weight: 6.1000 lbs|Item Material: 85% MDF 15% MTL|Item Color: Brown / Grey|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 10 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8269_lg.jpg,MJ8269_lg.jpg,,,VIP800,2018
"WD. WALL CLOCK ""FARM FRESH"" (8/cs)",MJ8270,,MJ8270|||Item Information______________________|Item Size (WxHxL):17.00 x 13.00 x 1.500 in|Item Weight: 1.5000 lbs|Item Material: 90% MDF 10% MTL|Item Color: Blue / Red / Cream|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 8.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 16 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8270_lg.jpg,MJ8270_lg.jpg,,,VIP800,2018
MTL. CLOCK TABLE (1/cs),MJ8271,,MJ8271|||Item Information______________________|Item Size (WxHxL):24.00 x 24.00 x 24.00 in|Item Weight: 20.0000 lbs|Item Material: Mtl / Glass|Item Color: Black / White|Details 1:|Details 2:|Other Sizes: Clock Only: 2.6 X 24 X 24|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 23.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8271_lg.jpg,MJ8271_lg.jpg,,,VIP800,2018
"MTL. WALL CLOCK 32"" (1/cs)",MJ8272,,MJ8272|||Item Information______________________|Item Size (WxHxL):31.00 x 31.00 x 2.400 in|Item Weight: 7.4000 lbs|Item Material: 100% Metal|Item Color: Rustic Black & White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 9.5 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8272_lg.jpg,MJ8272_lg.jpg,,,VIP800,2018
MTL. OVAL WALL CLOCK (2/cs),MJ8273,,MJ8273|||Item Information______________________|Item Size (WxHxL):23.00 x 22.00 x 2.000 in|Item Weight: 4.4000 lbs|Item Material: Metal / MDF|Item Color: Black / White|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 2.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 6.7 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MJ8273_lg.jpg,MJ8273_lg.jpg,,,VIP800,2018
MTL. BENCH (1/cs),MT2809,,MT2809|||Item Information______________________|Item Size (WxHxL):49.00 x 38.00 x 22.00 in|Item Weight: 33.0000 lbs|Item Material: 100% Metal|Item Color: NA|Details 1: Vintage Feel|Details 2: Ornate Metal Backing|Other Sizes: NA|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 38 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2809_lg.jpg,MT2809_lg.jpg,,,VIP800,2018
MTL. BENCH - WHITE (1/cs),MT2810,,MT2810|||Item Information______________________|Item Size (WxHxL):52.00 x 36.00 x 19.00 in|Item Weight: 27.0000 lbs|Item Material: 100% Metal|Item Color: White|Details 1: Grated Metal Bench Seat|Details 2: Ornate Backing Design|Other Sizes: NA|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 32 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2810_lg.jpg,MT2810_lg.jpg,,,VIP800,2018
MTL. BENCH (1/cs),MT2811,,MT2811|||Item Information______________________|Item Size (WxHxL):39.00 x 52.00 x 18.00 in|Item Weight: 24.0000 lbs|Item Material: 100% Metal|Item Color: Black|Details 1: Rustic Black Painted Finish|Details 2: Ornate Metal Backing|Other Sizes: NA|Other Sizes:NA|Assembly Required: YES||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 1.000000000|Inner Qty:|Case Size (HxWxD): in x in x in|Case Weight: 32 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2811_lg.jpg,MT2811_lg.jpg,,,VIP800,2018
"MTL. SIGN ""VOICES"" (24/cs)",MT2812,,MT2812|||Item Information______________________|Item Size (WxHxL):10.00 x 13.70 x 0.300 in|Item Weight: 1.0000 lbs|Item Material: 100% Mtl|Item Color: Distressed Black/Wht|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 22.5 lbs||Order Info______________|Minimum Order Quantity: 4||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2812_lg.jpg,MT2812_lg.jpg,,,VIP800,2018
"MTL. SIGNS ""HOME"" (24 sets/cs)",MT2813,,MT2813|||Item Information______________________|Item Size (WxHxL):6.300 x 6.300 x 0.500 in|Item Weight: 1.0000 lbs|Item Material: 100% Mtl|Item Color: Distressed Black/Silver|Details 1:|Details 2:|Other Sizes: All Same Size|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 24.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 19.7 lbs||Order Info______________|Minimum Order Quantity: 4||1,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2813_lg.jpg,MT2813_lg.jpg,,,VIP800,2018
"WD. SIGN ""EVERY FAMILY"" (4/cs)",MT2815,,MT2815|||Item Information______________________|Item Size (WxHxL):62.00 x 9.100 x 1.200 in|Item Weight: 6.9000 lbs|Item Material: 100% Wd|Item Color: Dstrsd Wht/Black|Details 1:|Details 2:|Other Sizes: NA|Other Sizes:NA|Assembly Required: NO||Catalog PG:|Catalog Style:|Item Origin: CHINA||Case Info_____________________________|Case Qty: 4.000000000|Inner Qty: 1.000000000|Case Size (HxWxD): in x in x in|Case Weight: 30.4 lbs||Order Info______________|Minimum Order Quantity: 2||0,,,,,,,,,,,,,,VIP400,VIP160,http://images.repzio.com/productimages/928/MT2815_lg.jpg,MT2815_lg.jpg,,,VIP800,2018
