"""Friend you have blessed my life""",WT083,Wood Tiles,in stock,$4.50 ,none
"""Friends are Angels in disquise""",WT084,Wood Tiles,in stock,$4.50 ,none
"""Friends are like flowers...""",WT085,Wood Tiles,in stock,$4.50 ,none
"""Great sisters get promoted to Aunt""",WT086,Wood Tiles,in stock,$4.50 ,none
"""I'm a Grandma, What's your Super Power""",WT087,Wood Tiles,in stock,$4.50 ,none
"""Just Breathe""",WT088,Wood Tiles,in stock,$4.50 ,none
"""Mothers lighten every burden and make the sun shine brighter""",WT090,Wood Tiles,in stock,$4.50 ,none
"""My greatest blessing call me Nana""",WT091,Wood Tiles,in stock,$4.50 ,none
"""Obedience: The first law of Everything""",WT092,Wood Tiles,in stock,$4.50 ,none
"""Sisters are little girls who grow up to be your Best Friend""",WT094,Wood Tiles,in stock,$4.50 ,none
"""Thank Heaven for Friends like you""",WT095,Wood Tiles,in stock,$4.50 ,none
"""Remember...we are a normal family""",SB11-001,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/fixed_Remember---happy-family---red.gif
"""Pardon the mess...""",SB11-003,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/fixedPardon-the-mess---cream.gif
"""Laundry...""",SB11-002,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/fixed_Laundry---blue.gif
"""I've gone to find myself...""",SB11-004,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/fixed_Gone-to-look-for-myself.gif
Good Sister,SB11-009,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/Good-Sister.gif
"""I'm in my own little world...""",SB11-010,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/Own-little-world.gif
"""Don't be afraid to be open minded...""",SB11-011,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/Open-Minded---red.gif
Awesome Aunt,SB11-012,Fun Signs,in stock,$9.00 ,http://www.millerdecor.com/i/11%20x%2011/Aunt-Awesomness.gif
"""You are my happy""",SD008,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---You-are-my-happy6466.png
"""Wi-fi went down...""",SD007,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---Wifi6465.png
"""The dirtiest clothes...""",SD006,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---The-Dirtiest-Clothes6464.png
"""Remember...we are a normal, happy family""",SD005,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---Remember-normal-happy-family6463.png
"""Life is too short...""",SD004,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---Life-is-too-short6462.png
"""I've gone to find myself...""",SD003,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---I_ve-gone-to-find-myself6461.png
"""If Mama ain't happy...""",SD002,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---If-Mama-aint-happy6460.png
Chalkboard,SD001,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/Small-Door---Chalkboard6459.png
"""Sometimes memories...""",SD010,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/SD---Sometimes-memories7939.png
"""Happiness is Homemade""",SD011,Small Vintage Doors,in stock,$12.00 ,http://www.millerdecor.com/i/small%20door/SD---Happiness-is-Homemade7934.png
"""You will forever be my always""",SLC014,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---You-will-forever-be-my-always.png
"""You are my sunshine""",SLC013,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---You-are-my-sunshine.png
"""Thankful Grateful Blessed""",SLC012,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat--Color---Thankful-Grateful.png
"""Simply Blessed""",SLC011,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Simply-Blessed.png
"""Life is better in flip flops""",SLC010,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Life-is-better-in-flip-flops.png
"""Land of the free because of the brave""",SLC009,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Land-of-the-Free.png
"""It doesn't get easier, you get stronger""",SLC008,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---It-doesn_t-get-easier.png
"""Home sweet home""",SLC007,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Home-sweet-Home.png
"""Great friends are hard to find...""",SLC006,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Great-friends.png
"""Grandpas are dads without rules""",SLC005,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color--Grandpas-are-Dads-without-rules.png
"""Grandma, like a mom only cooler""",SLC004,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Grandma_s-are-like-moms-only-cooler.png
"""Friends are like flowers...""",SLC003,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Friends-are-like-flowers.png
"""Farm sweet farm""",SLC002,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Farm-Sweet-Farm.png
"""Cherish every day""",SLC001,Slat Board Full Color,in stock,$9.50 ,http://www.millerdecor.com/i/full%20color%20slat/Slat-Color---Cherish-every-day.png
"""blessed""",FA105,"Framed Art 36""x10.5""",in stock,$22.50 ,http://www.millerdecor.com/i/pws%2036x10/FA1051649.png
"""Texas""",FA104,"Framed Art 36""x10.5""",in stock,$22.50 ,http://www.millerdecor.com/i/pws%2036x10/FA1041648.png
"""gather""",FA103,"Framed Art 36""x10.5""",in stock,$22.50 ,http://www.millerdecor.com/i/pws%2036x10/FA1031647.png
"""Farmhouse""",FA102,"Framed Art 36""x10.5""",in stock,$22.50 ,http://www.millerdecor.com/i/pws%2036x10/FA1021646.png
"""Cabin Sweet Cabin""",FA101,"Framed Art 36""x10.5""",in stock,$22.50 ,http://www.millerdecor.com/i/pws%2036x10/FA1011645.png
"""The Happiest People...""",VIN-301,Large Vintage Signs,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20vintage%20sign/The-Happiest-people_435900.gif
"""Family...""",VIN-303,Large Vintage Signs,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20vintage%20sign/Family---today_s-little-moments_435899.gif
"""Because of you...""",VIN-302,Large Vintage Signs,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20vintage%20sign/Because-of-you---cream_435898.gif
"""The things you take for granted...""",GF056,Vintage Frames,in stock,$22.50 ,none
"""At the end of the day...""",GF053,Vintage Frames,in stock,$22.50 ,none
"""Sadly missed along life's way...""",GF049,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF049-Cream_177614.gif
"""The best thing to hold onto in life is Each Other""",GF048,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF048-Cream_177613.gif
"""Hope is the ability to hear the music of the future...""",GF047,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF047-Cream_177612.gif
"""Success...""",GF045,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF045-Cream_177611.gif
"""Life doesn't have to be perfect...""",GF043,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF043-Cream_177610.gif
"""Having someplace to go is Home...""",GF027,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF027-Cream_177608.gif
"""Every story is beautiful, but ours is my favorite""",GF037,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF037-Cream_177609.gif
"""Grandchildren...""",GF010,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF010-Cream_177607.gif
"""Family is belonging to and believing in each other""",GF008,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF008-Cream_177606.gif
"""Those we love don't go away...""",GF007,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF007-Cream_177605.gif
"""Be still and know that I am God""",GF001,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF001-Cream_177604.gif
"""Families are Forever""",GF005,Vintage Frames,in stock,$22.50 ,http://www.millerdecor.com/i/Lg%20Vintage%20Fr/GF005_177580.gif
"""FAMILY""",CL601,Vintage Carved Words,in stock,$20.00 ,http://www.millerdecor.com/i/Vintage%20carved/Family_456260.gif
"""PRAY""",CL604,Vintage Carved Words,in stock,$14.00 ,http://www.millerdecor.com/i/Vintage%20carved/Pray_456262.gif
"""HOME""",CL602,Vintage Carved Words,in stock,$14.00 ,http://www.millerdecor.com/i/Vintage%20carved/Home_456261.gif
"""Always Kiss Me Goodnight""",TB001,Tier Blocks,,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/DSC_1738.JPG
"""Live Simply, Give More, Expect Less""",TB003,Tier Blocks,,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/DSC_1739.JPG
"""Live your life with GrAttitude""",TB006,Tier Blocks,,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/DSC_1741.JPG
"""Home Can Be Heaven on Earth""",TB007,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/DSC_1737.JPG
"""We are Blessed""",TB009,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/We-are-blessed---cream.gif
"""Love YOU More""",TB011,Tier Blocks,in stock,$9.00 ,none
"""Try a little harder to be a little better""",TB019,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/try_a_little.JPG
"""Keep trying, keep believing, be happy""",TB020,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/photo.JPG
"""prayer-when life gets too hard to stand...kneel""",TB024,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/prayer.JPG
"""Love One Another""",TB025,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/Love-One-another---cream.gif
"""Family God's Masterpiece""",TB028,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/Family---God_s-materpiece.gif
"""Count Your Blessings""",TB029,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/Count-your-blessings---blk.gif
"""God Bless Our Home""",TB030,Tier Blocks,in stock,$9.00 ,http://www.millerdecor.com/i/Tier%20Blocks/God-Bless-our-home---cream.gif
"""Live Well, Love Much, Laugh Often""",TB902,Tier Blocks,in stock,$9.00 ,none
"""I can Do HARD THINGS""",TB904,Tier Blocks,in stock,$9.00 ,none
"""The Time To be Happy IS NOW""",TB906,Tier Blocks,in stock,$9.00 ,none
"""All you need is love and the beach""",FA010,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0101643.png
"""All you need is love and a cabin""",FA009,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0091642.png
"""All you need is love and s'mores""",FA008,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0081641.png
"""All you need is love and chocolate""",FA007,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0071640.png
"""All you need is love and a nap""",FA006,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0061639.png
"""All you need is love and a hug""",FA005,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0051638.png
"""All you need is love and the front porch""",FA004,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0041637.png
"""All you need is love and a dog""",FA003,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0031636.png
"""All you need is love and a cup of coffee""",FA002,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0021635.png
"""All you need is love and a cat""",FA001,"Framed Art 12.5""x10.5""",in stock,$9.50 ,http://www.millerdecor.com/i/pws%2012x10/FA0011634.png
PRAY,CUBE-204,Vintage Cubes,in stock,$9.00 ,http://www.millerdecor.com/i/Vintage%20Cubes/Pray_456254.gif
FAMILY,CUBE-201,Vintage Cubes,in stock,$13.50 ,http://www.millerdecor.com/i/Vintage%20Cubes/Family_456252.gif
HOME,CUBE-202,Vintage Cubes,in stock,$9.00 ,http://www.millerdecor.com/i/Vintage%20Cubes/Home_456253.gif
"""Gratitude is the best Attitude""",VIN101,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/Vin101_177311.gif
"""Begin and end your day with prayer""",VIN102,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/Vin102_177312.gif
"""Pray hardest when it is hardest to Pray""",VIN104,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/Vin104_177313.gif
"""Our kitchen is for dancing""",VIN105,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/Vin105_177314.gif
"""Every story is beautiful, but ours is my favorite""",VIN108,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/Vin108_177316.gif
"""A grateful heart is a magnet for miracles""",VIN109,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/Vin109_177317.gif
"""People are as happy as they make up their mind to be""",,Vintage Signs,in stock,$18.00 ,http://www.millerdecor.com/i/Vintage%20Signs/People-are-as-happy_456135.gif
"""Don't Forget to PRAY""",HCT001,Hanging Ceramic Tiles,in stock,,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-001.gif
"""When words fail, music speaks""",HCT062,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-062.gif
"""Grandma's Kitchen Tasters Welcome""",HCT063,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-063.gif
"""You are Smarter than you think...""",HCT064,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-064.gif
"""Don't try to fit in when you were Born to Stand out!""",HCT065,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-065.gif
"""Angels can't be everywhere...""",HCT067,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-067.gif
"""Be still and know that I am God""",HCT066,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-066.gif
"""Courage: Doing what is right even when others don't""",HCT070,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-070.gif
"""Integrity: How you live when no one is watching""",HCT071,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-071.gif
"""Coincidence: God's quiet hand in our lives""",HCT072,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-072.gif
"""Kindness Matters""",HCT073,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-073.gif
"""Because Nice Matters""",HCT074,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-074.gif
"""Cherish Every Day""",HCT075,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-075.gif
"""It takes a long time to grow and old Friend""",HCT076,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-076.gif
"""Whatever the Question...Chocolate is the answer!""",HCT077,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-077.gif
"""Friend you have blessed my life""",HCT083,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-083.gif
"""Friends are Angels in disguise""",HCT084,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-084.gif
"""Friends are like flowers...""",HCT085,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-085.gif
"""Great sisters get promoted to Aunt""",HCT086,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-086.gif
"""I'm a Grandma, What's your Super Power""",HCT087,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-087.gif
"""Just Breathe""",HCT088,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-088.gif
"""Mothers lighten every burden and make the sun shine brighter""",HCT090,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-090.gif
"""My greatest blessings call me Nana""",HCT091,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-091.gif
"""Obedience: the first law of Everything""",HCT092,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-092.gif
"""Sisters are little girls who grow up to be your Best Friend""",HCT094,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-094.gif
"""Thank Heaven for Friends like you""",HCT095,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-095.gif
"""To Have and to Hold To Love and to Cherish""",HCT002,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-002.gif
"""As for me and my house We will serve the Lord""",HCT003,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-003.gif
"""I hold Everything when I hold You in my arms""",HCT004,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-004.gif
"""Familes are Forver""",HCT005,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-005.gif
"""A Daughter is a little girl...""",HCT006,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-006.gif
"""All that I am or hope to be I owe to my Mother""",HCT007,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-007.gif
"""A Friend is one who Believes in You...""",HCT008,Hanging Ceramic Tiles,in stock,$10.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-008.gif
"""My greatest blessings call me Mom""",HCT011,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-011.gif
"""My greatest blessings call me Grandma""",HCT012,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-012.gif
"""My greatest blessings call me Grandpa""",HCT013,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-013.gif
"""My greatest blessings call me Dad""",HCT014,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-014.gif
"""I am a child of God""",HCT015,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-015.gif
"""Home is not a place, It is a Feeling""",HCT016,Hanging Ceramic Tiles,in stock,$12.00 ,http://www.millerdecor.com/i/hanging%20c%20tiles/HCT-016.gif
