"""Lemons Home"" Square House Coaster Set",SS75542,,"Our square house coaster sets are comprised of the 4 house coasters in the image. The 4 different designs will be packaged together in a gift box. There will be a UPC sticker on the back of the gift box with images of all coasters included as well as a UPC sticker for the set. The gift box will include a hanger for peg board display purposes.

SB75540; SB75541

W: 4""
H: 4""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/SS75542_l.jpg,SS75542_l.jpg,UPC Code: 096069755425,|||||,Carson800,SS75542_l.jpg,
"""Up North"" Name Drop Wall Décor - (2 LINE TEXT)",4970,,"This wall décor piece is comprised of UV printed wood composite with a rope for hanging. Recommended for indoor use! With Name Drop, you have the ability to customize the item to your area! There is a 21 character limit. Please put your customization text in the ""Order Comments"" section when checking out. Please notate the item number when submitting your text.

Please note: the font, color, an size of the customization cannot be changed; there is a 10% over/under; and your custom item will ship within 1 - 2 weeks of order placement.

DIA: 19""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/4970_l.jpg,4970_l.jpg,UPC Code: 096069049708,|||||,Carson800,4970_l.jpg,
"""W"" Autumn Spray Monogram DuraSoft™ Flag",50264,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich,, vibrant colors of each design. Set your store apart by selling FlagTrends™,, where all of the messages are readable from both sides! One touch is all you need to ""Feel the Difference.""

Available as a part of assortment # 50265

W: 12.5""
H: 18""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/50264_l.jpg,50264_l.jpg,UPC Code: 096069502647,|||||,Carson800,50264_l.jpg,
Anchor Name Drop Dura Soft™ Flag - (1 LINE TEXT),2647,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. With Name Drop, you have the ability to customize the flag to your area! There is a 21 character limit. Please put your customization text in the ""Order Comments"" section when checking out. Please notate the item number when submitting your text.Please note: the font, color, an size of the customization cannot be changed; there is a 10% over/under; and your custom coaster will ship within 1 - 2 weeks of order placement.
2647; 2648",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/2647_l.jpg,2647_l.jpg,UPC Code: 096069026471,||||||Garden 13 x 18|Large 28 x 40,Carson800,2647_l.jpg,
Anchor Name Drop Dura Soft™ Flag - (1 LINE TEXT),2648,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. With Name Drop, you have the ability to customize the flag to your area! There is a 21 character limit. Please put your customization text in the ""Order Comments"" section when checking out. Please notate the item number when submitting your text.Please note: the font, color, an size of the customization cannot be changed; there is a 10% over/under; and your custom coaster will ship within 1 - 2 weeks of order placement.
2647; 2648",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/2648_l.jpg,2648_l.jpg,UPC Code: 096069026488,||||||Garden 13 x 18|Large 28 x 40,Carson800,2648_l.jpg,
"""T"" Square House Coaster - Bulk",SB75471,,"Our square house coasters are made from absorbent stoneware with a natural cork back. Will work for hot and cold beverages. These are designed, printed and packaged in the USA. Work best with the counter top display 70000.

Included in set SS75472

W: 4""
H: 4""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/SB75471_l.jpg,SB75471_l.jpg,UPC Code: 096069754718,|||||,Carson800,SB75471_l.jpg,
"""Can't Touch This"" Round Car Coaster - Bulk",CB74719,,"Our round car coasters will fit most cup holders and are made from absorbent stoneware. Will work for hot and cold beverages and absorb spills and condensation. These are designed, printed and packaged in the USA. Work best with the counter top display 70001.

Also available in packaged form Item #CC74718 and Assortment #CB74738

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CB74719_l.jpg,CB74719_l.jpg,UPC Code: 096069747192,|||||,Carson800,CB74719_l.jpg,
"""Can't Touch This"" Round Car Coaster - Packaged",CC74718,,"Our round car coasters are individually packaged in a poly bag with an insert card. There will be a UPC sticker on the back of the poly bag. The packaging will include a slot for our standing packed car coaster display 70002 or the counter top car coaster display 70003.

Also available in bulk pack item # CB74719 and Assortment #CB74738

DIA: 2.75""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/CC74718_l.jpg,CC74718_l.jpg,UPC Code: 096069747185,|||||,Carson800,CC74718_l.jpg,
"""Baby"" Wallet Reminder",24718,,"This wallet reminder is made of UV printed, powder coated metal. The size of a credit card, this item serves as a reminder for a loved one to carry close by. Each card comes with a gift envelop. They are designed and printed in the USA!

W: 2.125""
H: 3.325""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/24718_l.jpg,24718_l.jpg,UPC Code: 096069247180,|||||,Carson800,24718_l.jpg,
"""Cocktail Congregation"" Name Drop Garden Flag - (1 LINE TEXT)",4718,,"Our revolutionary Dura Soft™ fabric is remarkably soft yet extremely durable and enhances the rich, vibrant colors of each design. With Name Drop, you have the ability to customize the flag to your area! There is a 21 character limit. Please put your customization text in the ""Order Comments"" section when checking out. Please notate the item number when submitting your text.Please note: the font, color, an size of the customization cannot be changed; there is a 10% over/under; and your custom coaster will ship within 1 - 2 weeks of order placement. 4718; 4719

W: 415.5""
H: 590""",,,,,,,,,,,,,,Carson400,Carson160,https://www.carsonhomeaccents.com/images/4718_l.jpg,4718_l.jpg,UPC Code: 096069047186,|||||,Carson800,4718_l.jpg,
